# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
1174	Cashibo		swallow	ʔ e e + t i	ʔee-ti	1 7 7 9 1 7	AXZ_AX	HEE_TI	4	4.H.C 4.E.V 4.E.V 4._._ 4.T.C 4.I.V	2.0 1.5 0.8 0.0 2.0 1.5	ʔee+ti	0	11286 11287	ʔ e - - e + - - - - t i - -	8388
1625	Catuquina		swallow	ʃ ɨ a	šɨa-	3 7 7	AXZ	SIA	5	5.S.C 5.I.V 5.A.V	2.0 1.5 0.8	ʃɨa	0	11286	ʃ ɨ - - a	8387
2167	ShipiboConibo		swallow	ʂ ɨ a	ṣ̌ɨa-	3 7 7	AXZ	SIA	18	18.S.C 18.I.V 18.A.V	2.0 1.5 0.8	ʂɨa	0	11286	ʂ ɨ - - a	8387
2796	Yaminahua		swallow	ʂ ɨ a + k ĩ	ṣ̌ɨa-kĩ	3 7 7 9 1 7	AXZ_AX	SIA_KI	21	21.S.C 21.I.V 21.A.V 21._._ 21.K.C 21.I.V	2.0 1.5 0.8 0.0 2.0 1.5	ʂɨa+kĩ	0	11286 11285	ʂ ɨ - - a + - - k - ĩ	8387
4186	Capanahua		swallow	ʂ ɨ ʔ a	xehaquin	3 7 1 7	AXBZ	SIHA	3	3.S.C 3.I.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	ʂɨʔa	0	11286	ʂ ɨ - ʔ a	8387
5064	Moseten		swallow	k o ɲ i n h e	koɲin'he	1 7 4 7 4 3 7	AXBYMBZ	KUNINHE	15	15.K.C 15.U.V 15.N.C 15.I.V 15.N.c 15.H.C 15.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	koɲinhe	0	11288	k o ɲ i n h e	8395
5065	Movima		swallow	k o k e + ɬ e	koke-ɬe	1 7 1 7 9 5 7	AXBZ_AX	KUKE_LE	16	16.K.C 16.U.V 16.K.C 16.E.V 16._._ 16.L.C 16.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	koke+ɬe	0	11285 11289	k o k - e + ɬ e	8396
5584	Matses		swallow	tʃ ɛ b u d	chebud	1 7 1 7 1	AXBYN	TEPYT	14	14.T.C 14.E.V 14.P.C 14.Y.V 14.T.c	2.0 1.5 1.75 1.3 0.8	tʃɛbud	0	11287	tʃ ɛ b u d - - -	8394
6079	Sharanahua		swallow	ʂ ɯ a i	shuai	3 7 7 7	AXYZ	SIAI	17	17.S.C 17.I.V 17.A.V 17.I.V	2.0 1.5 1.3 0.8	ʂɯai	0	11286	ʂ ɯ a - i	8387
7111	Isconahua		swallow	h ɨ a	hea	3 7 7	AXZ	HIA	11	11.H.C 11.I.V 11.A.V	2.0 1.5 0.8	hɨa	0	11286	h ɨ - - a	8387
8317	Cavinena		swallow	b u i h i	buiji	1 7 7 3 7	AXYBZ	PYIHI	6	6.P.C 6.Y.V 6.I.V 6.H.C 6.I.V	2.0 1.5 1.3 1.75 0.8	buihi	0	11286	b u i h i	8390
8885	Tacana		swallow	i b u d i a	ibudia	7 1 7 1 7 7	XBYBYZ	IPYTIA	19	19.I.V 19.P.C 19.Y.V 19.T.C 19.I.V 19.A.V	1.5 1.75 1.3 1.75 1.3 0.8	ibudia	0	11287	- i b u d i - a	8399
9245	Tsimane		swallow	k o ɲ i n ʔ	coñin’jeyaqui	1 7 4 7 4 1	AXBYLN	KUNINH	20	20.K.C 20.U.V 20.N.C 20.I.V 20.N.c 20.H.c	2.0 1.5 1.75 1.3 1.1 0.8	koɲinʔ	0	11288	k o ɲ i n ʔ -	8395
9246	Tsimane		swallow	m a k s	facsaqui	4 7 1 3	AXBC	MAKS	20	20.M.C 20.A.V 20.K.C 20.S.C	2.0 1.5 1.75 1.5	maks	0	11290	m a k s	8402
10023	Chacobo		swallow	t ɨ β ai	tëbaihaina	1 7 3 7	AXBZ	TIBA	7	7.T.C 7.I.V 7.B.C 7.A.V	2.0 1.5 1.75 0.8	tɨβai	0	11287	- - - - t ɨ β ai	8391
10312	Araona		swallow	l a k a	laca	5 7 1 7	AXBZ	LAKA	2	2.L.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	laka	0	11285	l a k - a	8386
#
469	EseEjja		sweet	ɓ i k i a	-ɓikia	1 7 1 7 7	AXBYZ	PIKIA	9	9.P.C 9.I.V 9.K.C 9.I.V 9.A.V	2.0 1.5 1.75 1.3 0.8	ɓikia	0	11307	- - ɓ i - - - k i a -	8411
915	HuarayoEseEjja		sweet	k i a + b i k i a	kia-bikia	1 7 7 9 1 7 1 7 7	AXZ_AXBYZ	KIA_PIKIA	10	10.K.C 10.I.V 10.A.V 10._._ 10.P.C 10.I.V 10.K.C 10.I.V 10.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	kia+bikia	0	11308 11307	k i a + - - b i - - - k i a -	8411
1347	Cashibo		sweet	β a t a	βata	3 7 1 7	AXBZ	BATA	4	4.B.C 4.A.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	βata	0	11307	- - β a - t - - - a -	8403
1815	Catuquina		sweet	β a t a	βata-	3 7 1 7	AXBZ	BATA	5	5.B.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	βata	0	11307	- - β a - t - - - a -	8403
2438	ShipiboConibo		sweet	β a t a	βata	3 7 1 7	AXBZ	BATA	18	18.B.C 18.A.V 18.T.C 18.A.V	2.0 1.5 1.75 0.8	βata	0	11307	- - β a - t - - - a -	8403
2439	ShipiboConibo		sweet	k õ h i t i	kõhiti	1 7 3 7 1 7	AXBYBZ	KUHITI	18	18.K.C 18.U.V 18.H.C 18.I.V 18.T.C 18.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kõhiti	0	11307	k õ h i - t - - - i -	8423
3019	Yaminahua		sweet	β a t a	βata	3 7 1 7	AXBZ	BATA	21	21.B.C 21.A.V 21.T.C 21.A.V	2.0 1.5 1.75 0.8	βata	0	11307	- - β a - t - - - a -	8403
3230	Amahuaca		sweet	w a t á/a	vatá	6 7 1 7	AXBZ	WATA	1	1.W.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	watá/a	0	11307	- - w a - t - - - á/a -	8403
3631	Capanahua		sweet	β a t a n i	batani	3 7 1 7 4 7	AXBYBZ	BATANI	3	3.B.C 3.A.V 3.T.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	βatani	0	11307	- - β a - t a n - i -	8403
5066	Moseten		sweet	k a u n d j i s	kaundyis	1 7 7 4 1 6 7 3	AXYMBCYN	KAYNTJIS	15	15.K.C 15.A.V 15.Y.V 15.N.c 15.T.C 15.J.C 15.I.V 15.S.c	2.0 1.5 1.3 1.1 1.75 1.5 1.3 0.8	kaundjis	0	11307	k a - u n d - - j i s	8416
5067	Movima		sweet	t a + ɗ o i + n i	ta-ɗoi-ni	1 7 9 1 7 7 9 4 7	AX_AXZ_AX	TA_TUI_NI	16	16.T.C 16.A.V 16._._ 16.T.C 16.U.V 16.I.V 16._._ 16.N.C 16.I.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	ta+ɗoi+ni	0	11307 11309 11310	- - - - - t a - - - - + ɗ o i + n i	8417
5585	Matses		sweet	b a t a	bata	1 7 1 7	AXBZ	PATA	14	14.P.C 14.A.V 14.T.C 14.A.V	2.0 1.5 1.75 0.8	bata	0	11307	- - b a - t - - - a -	8403
6706	Kakataibo		sweet	β̞ a t a	bata	3 7 1 7	AXBZ	BATA	12	12.B.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	β̞ata	0	11307	- - β̞ a - t - - - a -	8403
7332	Sharanahua		sweet	f a t a	fata	3 7 1 7	AXBZ	BATA	17	17.B.C 17.A.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	fata	0	11307	- - f a - t - - - a -	8403
7667	Chipaya		sweet	m a z qˀ a	mazq’a	4 7 3 1 7	AXMBZ	MASKA	8	8.M.C 8.A.V 8.S.c 8.K.C 8.A.V	2.0 1.5 1.1 1.75 0.8	mazqˀa	0	11307	- - m a - z - qˀ - a -	8410
8642	Cavinena		sweet	w a h a	waja	6 7 3 7	AXBZ	WAHA	6	6.W.C 6.A.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	waha	1	11307	- - w a - h - - - a -	8408
8712	Tacana		sweet	b i t a d a	bitada	1 7 1 7 1 7	AXBYBZ	PITATA	19	19.P.C 19.I.V 19.T.C 19.A.V 19.T.C 19.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bitada	0	11307	- - b i - t a d - a -	8404
9198	Tsimane		sweet	k ã ʋ dʲ i	cávdyi	1 7 6 1 7	AXMBZ	KAWTI	20	20.K.C 20.A.V 20.W.c 20.T.C 20.I.V	2.0 1.5 1.1 1.75 0.8	kãʋdʲi	0	11307	k ã ʋ - - dʲ - - - i -	8421
10025	Chacobo		sweet	t ɨ ɨ	tëë	1 7 7	AXZ	TII	7	7.T.C 7.I.V 7.I.V	2.0 1.5 0.8	tɨɨ	0	11307	- - - - - t ɨ - - ɨ -	8409
10083	Araona		sweet	a b i tʃ a	abicha	7 1 7 1 7	XBYBZ	APITA	2	2.A.V 2.P.C 2.I.V 2.T.C 2.A.V	1.5 1.75 1.3 1.75 0.8	abitʃa	0	11307	- a b i - tʃ - - - a -	8404
10519	Kaxarari		sweet	β w a t a	βwaˈta	3 6 7 1 7	ACXBZ	BWATA	13	13.B.C 13.W.C 13.A.V 13.T.C 13.A.V	2.0 1.5 1.5 1.75 0.8	βwata	0	11307	- β w a - t - - - a -	8403
#
295	EseEjja		sweet potato, yam	kʷ a ʔ e o	kʷaʔeo	1 7 1 7 7	AXBYZ	KAHEU	9	9.K.C 9.A.V 9.H.C 9.E.V 9.U.V	2.0 1.5 1.75 1.3 0.8	kʷaʔeo	0	11332	kʷ a - ʔ e - o	8431
296	EseEjja		sweet potato, yam	w a ʔ e o	waʔeo	6 7 1 7 7	AXBYZ	WAHEU	9	9.W.C 9.A.V 9.H.C 9.E.V 9.U.V	2.0 1.5 1.75 1.3 0.8	waʔeo	0	11332	w a - ʔ e - o	8431
1226	Cashibo		sweet potato, yam	k a r i	kari	1 7 5 7	AXBZ	KARI	4	4.K.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
1673	Catuquina		sweet potato, yam	k a r i	kari	1 7 5 7	AXBZ	KARI	5	5.K.C 5.A.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
2226	ShipiboConibo		sweet potato, yam	k a r i	kari	1 7 5 7	AXBZ	KARI	18	18.K.C 18.A.V 18.R.C 18.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
2853	Yaminahua		sweet potato, yam	k a r i	kari	1 7 5 7	AXBZ	KARI	21	21.K.C 21.A.V 21.R.C 21.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
3142	Amahuaca		sweet potato, yam	k á/a r i	cári	1 7 5 7	AXBZ	KARI	1	1.K.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	ká/ari	0	11332	k á/a - - - r i	8424
3686	Capanahua		sweet potato, yam	k a r i	cari	1 7 5 7	AXBZ	KARI	3	3.K.C 3.A.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
5068	Moseten		sweet potato, yam	k a ʔ i	ka'ʔi	1 7 1 7	AXBZ	KAHI	15	15.K.C 15.A.V 15.H.C 15.I.V	2.0 1.5 1.75 0.8	kaʔi	0	11332	k a - ʔ - - i	8435
5586	Matses		sweet potato, yam	k a d i	cadi	1 7 1 7	AXBZ	KATI	14	14.K.C 14.A.V 14.T.C 14.I.V	2.0 1.5 1.75 0.8	kadi	0	11332	k a - - - d i	8434
6080	Sharanahua		sweet potato, yam	k a r i	cari	1 7 5 7	AXBZ	KARI	17	17.K.C 17.A.V 17.R.C 17.I.V	2.0 1.5 1.75 0.8	kari	0	11332	k a - - - r i	8424
6707	Kakataibo		sweet potato, yam	k a ɾ i	kari	1 7 5 7	AXBZ	KARI	12	12.K.C 12.A.V 12.R.C 12.I.V	2.0 1.5 1.75 0.8	kaɾi	0	11332	k a - - - ɾ i	8424
7112	Isconahua		sweet potato, yam	n u i n + m ɨ ɾ a	nuin mera	4 7 7 4 9 4 7 5 7	AXYN_AXBZ	NYIN_MIRA	11	11.N.C 11.Y.V 11.I.V 11.N.c 11._._ 11.M.C 11.I.V 11.R.C 11.A.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5 1.75 0.8	nuin+mɨɾa	0	11333 11332	- - n u - i n - + m ɨ - - - ɾ a	8432
8489	Cavinena		sweet potato, yam	k u n u k a h i	kunukaji	1 7 4 7 1 7 3 7	AXBYBYBZ	KYNYKAHI	6	6.K.C 6.Y.V 6.N.C 6.Y.V 6.K.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kunukahi	0	11333	k u n u k a h i	8429
8490	Cavinena		sweet potato, yam	a n u ai	anuai	7 4 7 7	XBYZ	ANYA	6	6.A.V 6.N.C 6.Y.V 6.A.V	1.5 1.75 1.3 0.8	anuai	0	11333	- a n u - - - ai	8441
8913	Tacana		sweet potato, yam	x a ɾ i ɾ i	jariri	3 7 5 7 5 7	AXBYBZ	GARIRI	19	19.G.C 19.A.V 19.R.C 19.I.V 19.R.C 19.I.V	2.0 1.5 1.75 1.3 1.75 0.8	xaɾiɾi	0	11332	x a - ɾ i ɾ i	8425
9178	Tsimane		sweet potato, yam	k ã ʔ i h	cá’ij	1 7 1 7 3	AXBYN	KAHIH	20	20.K.C 20.A.V 20.H.C 20.I.V 20.H.c	2.0 1.5 1.75 1.3 0.8	kãʔih	0	11332	k ã - ʔ i h -	8435
9967	Chacobo		sweet potato, yam	p o a	poa	1 7 7	AXZ	PUA	7	7.P.C 7.U.V 7.A.V	2.0 1.5 0.8	poa	0	11334	p o a	8430
10287	Araona		sweet potato, yam	h a i l i l i	jailili	3 7 7 5 7 5 7	AXYBYBZ	HAILILI	2	2.H.C 2.A.V 2.I.V 2.L.C 2.I.V 2.L.C 2.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	hailili	0	11332	h a i l i l i	8425
#
336	EseEjja		swim	ʃ o kʷ i + ʃ o kʷ i	šokʷi-šokʷi-	3 7 1 7 9 3 7 1 7	AXBZ_AXBZ	SUKI_SUKI	9	9.S.C 9.U.V 9.K.C 9.I.V 9._._ 9.S.C 9.U.V 9.K.C 9.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ʃokʷi+ʃokʷi	0	11353 11355	ʃ o kʷ - - - - i - + ʃ o kʷ - i	8450
826	HuarayoEseEjja		swim	ʃ o k w i + ʃ o k w i	šokwi-šokwi-kwe	3 7 1 6 7 9 3 7 1 6 7	AXBCZ_AXBCZ	SUKWI_SUKWI	10	10.S.C 10.U.V 10.K.C 10.W.C 10.I.V 10._._ 10.S.C 10.U.V 10.K.C 10.W.C 10.I.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	ʃokwi+ʃokwi	0	11353 11355	ʃ o k w - - - i - + ʃ o k w i	8450
1256	Cashibo		swim	m ɨ ɲ o + t i	mɨɲo-ti	4 7 4 7 9 1 7	AXBZ_AX	MINU_TI	4	4.M.C 4.I.V 4.N.C 4.U.V 4._._ 4.T.C 4.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	mɨɲo+ti	0	11353 11354	m ɨ ɲ - - - - o - + t i	8445
1705	Catuquina		swim	n o n a	nona	4 7 4 7	AXBZ	NUNA	5	5.N.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	nona	0	11353	n o n - - - - a -	8444
2272	ShipiboConibo		swim	s ɨ n a	sɨna	3 7 4 7	AXBZ	SINA	18	18.S.C 18.I.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	sɨna	0	11353	s ɨ n - - - - a -	8458
2273	ShipiboConibo		swim	n o n o	nono-	4 7 4 7	AXBZ	NUNU	18	18.N.C 18.U.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8	nono	0	11353	n o n - - - - o -	8444
2897	Yaminahua		swim	t o p i t i + a k i	topiti aki	1 7 1 7 1 7 9 7 1 7	AXBYBZ_XBZ	TUPITI_AKI	21	21.T.C 21.U.V 21.P.C 21.I.V 21.T.C 21.I.V 21._._ 21.A.V 21.K.C 21.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 1.5 1.75 0.8	topiti+aki	0	11358 11353	t o p i t i + - a k - - - - i -	8461
3451	Amahuaca		swim	w ɯ h a k í/i n	vúhaquín	6 7 3 7 1 7 4	AXBYBYN	WIHAKIN	1	1.W.C 1.I.V 1.H.C 1.A.V 1.K.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	wɯhakí/in	0	11353	w ɯ h - a - k í/i n	8442
3452	Amahuaca		swim	n á/a ʂ i	náxihí	4 7 3 7	AXBZ	NASI	1	1.N.C 1.A.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	ná/aʂi	1	11353	n á/a - - - ʂ - i -	8457
3920	Capanahua		swim	n o n a ʔ i	nonahi	4 7 4 7 1 7	AXBYBZ	NUNAHI	3	3.N.C 3.U.V 3.N.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nonaʔi	0	11353	n o n - a ʔ - i -	8444
5071	Moseten		swim	n a i k i	'naiki	4 7 7 1 7	AXYBZ	NAIKI	15	15.N.C 15.A.V 15.I.V 15.K.C 15.I.V	2.0 1.5 1.3 1.75 0.8	naiki	0	11353	n a - - i - k i -	8455
5072	Movima		swim	k o + m a + l o	ko-ma-lo	1 7 9 4 7 9 5 7	AX_AX_AX	KU_MA_LU	16	16.K.C 16.U.V 16._._ 16.M.C 16.A.V 16._._ 16.L.C 16.U.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	ko+ma+lo	0	11353 11356 11357	k o - - - - - - - + m a + l o	8456
5587	Matses		swim	k a p u	capu	1 7 1 7	AXBZ	KAPY	14	14.K.C 14.A.V 14.P.C 14.Y.V	2.0 1.5 1.75 0.8	kapu	0	11353	k a - p - - - u -	8454
5588	Matses		swim	t a n t a n	tantan	1 7 4 1 7 4	AXMBYN	TANTAN	14	14.T.C 14.A.V 14.N.c 14.T.C 14.A.V 14.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tantan	0	11353	t a n t a - n - -	8463
6081	Sharanahua		swim	n a ʂ i	nashi	4 7 3 7	AXBZ	NASI	17	17.N.C 17.A.V 17.S.C 17.I.V	2.0 1.5 1.75 0.8	naʂi	1	11353	n a - - - ʂ - i -	8457
6082	Sharanahua		swim	t o p i k i	topiqui	1 7 1 7 1 7	AXBYBZ	TUPIKI	17	17.T.C 17.U.V 17.P.C 17.I.V 17.K.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	topiki	0	11353	t o - p i - k i -	8452
6708	Kakataibo		swim	m ɨ ɲ ɯ t i	mëñuti	4 7 4 7 1 7	AXBYBZ	MINITI	12	12.M.C 12.I.V 12.N.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	mɨɲɯti	0	11353	m ɨ ɲ - ɯ - t i -	8445
7113	Isconahua		swim	t o n p i	tonpi	1 7 4 1 7	AXMBZ	TUNPI	11	11.T.C 11.U.V 11.N.c 11.P.C 11.I.V	2.0 1.5 1.1 1.75 0.8	tonpi	0	11353	t o n p - - - i -	8452
7459	Chipaya		swim	t u j u n	tuyun-z	1 7 6 7 4	AXBYN	TYJYN	8	8.T.C 8.Y.V 8.J.C 8.Y.V 8.N.c	2.0 1.5 1.75 1.3 0.8	tujun	0	11353	t u - j u - n - -	8449
8307	Cavinena		swim	b e ts a	betsa	1 7 2 7	AXBZ	PECA	6	6.P.C 6.E.V 6.C.C 6.A.V	2.0 1.5 1.75 0.8	betsa	0	11353	b e ts - - - - a -	8447
8702	Tacana		swim	b e ts a	betsa	1 7 2 7	AXBZ	PECA	19	19.P.C 19.E.V 19.C.C 19.A.V	2.0 1.5 1.75 0.8	betsa	0	11353	b e ts - - - - a -	8447
9421	Tsimane		swim	n a i ʔ k i	nai’qui	4 7 7 1 1 7	AXYMBZ	NAIHKI	20	20.N.C 20.A.V 20.I.V 20.H.c 20.K.C 20.I.V	2.0 1.5 1.3 1.1 1.75 0.8	naiʔki	0	11353	n a - - i ʔ k i -	8455
9422	Tsimane		swim	tʃ a p k i	chapqui	1 7 1 1 7	AXMBZ	TAPKI	20	20.T.C 20.A.V 20.P.c 20.K.C 20.I.V	2.0 1.5 1.1 1.75 0.8	tʃapki	0	11353	tʃ a - p - - k i -	8466
9925	Chacobo		swim	n o n o	nonohaina	4 7 4 7	AXBZ	NUNU	7	7.N.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 0.8	nono	1	11353	n o n - - - - o -	8444
10256	Araona		swim	w a o t i	huaoti	6 7 7 1 7	AXYBZ	WAUTI	2	2.W.C 2.A.V 2.U.V 2.T.C 2.I.V	2.0 1.5 1.3 1.75 0.8	waoti	0	11353	w a - - o - t i -	8443
#
142	EseEjja		tail	w a ʔ o	e-waʔo	6 7 1 7	AXBZ	WAHU	9	9.W.C 9.A.V 9.H.C 9.U.V	2.0 1.5 1.75 0.8	waʔo	0	11386	- w a ʔ o	8475
680	HuarayoEseEjja		tail	e + w i	e-'wi	7 9 6 7	X_AX	E_WI	10	10.E.V 10._._ 10.W.C 10.I.V	1.5 0.0 2.0 1.5	e+wi	0	11388 11386	e + - w i - -	8476
1087	Cashibo		tail	i n a	ina	7 4 7	XBZ	INA	4	4.I.V 4.N.C 4.A.V	1.5 1.75 0.8	ina	0	11385	- - - - - i n - a	8467
1535	Catuquina		tail	i n a	ina	7 4 7	XBZ	INA	5	5.I.V 5.N.C 5.A.V	1.5 1.75 0.8	ina	0	11385	- - - - - i n - a	8467
2036	ShipiboConibo		tail	h i n a	hina	3 7 4 7	AXBZ	HINA	18	18.H.C 18.I.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	hina	0	11385	- - h - - i n - a	8467
2699	Yaminahua		tail	t ɨ n ɨ	tɨnɨ	1 7 4 7	AXBZ	TINI	21	21.T.C 21.I.V 21.N.C 21.I.V	2.0 1.5 1.75 0.8	tɨnɨ	0	11385	- - t - - ɨ n - ɨ	8467
3335	Amahuaca		tail	x í/i n a	jína	3 7 4 7	AXBZ	GINA	1	1.G.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	xí/ina	0	11385	- - x - - í/i n - a	8467
3805	Capanahua		tail	h i n a	jina	3 7 4 7	AXBZ	HINA	3	3.H.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	hina	0	11385	- - h - - i n - a	8467
5073	Moseten		tail	k o d i h	ko'dih	1 7 1 7 3	AXBYN	KUTIH	15	15.K.C 15.U.V 15.T.C 15.I.V 15.H.c	2.0 1.5 1.75 1.3 0.8	kodih	0	11387	- - k o - - d i h	8481
5074	Moseten		tail	p i h	pih	1 7 3	AXN	PIH	15	15.P.C 15.I.V 15.H.c	2.0 1.5 0.8	pih	0	11386	- p i h -	8490
5075	Movima		tail	ɓ a + ɬ e u + kʷ a	ɓa-ɬeu-kʷa	1 7 9 5 7 7 9 1 7	AX_AXZ_AX	PA_LEY_KA	16	16.P.C 16.A.V 16._._ 16.L.C 16.E.V 16.Y.V 16._._ 16.K.C 16.A.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	ɓa+ɬeu+kʷa	0	11386 11389 11387	- ɓ a - - + ɬ e u + - - kʷ a - - - - -	8482
5589	Matses		tail	i n k u ɛ n t ɛ	incuente	7 4 1 7 7 4 1 7	XMBYYMBZ	INKYENTE	14	14.I.V 14.N.c 14.K.C 14.Y.V 14.E.V 14.N.c 14.T.C 14.E.V	1.5 1.1 1.75 1.3 1.3 1.1 1.75 0.8	inkuɛntɛ	0	11387	i n k u ɛ n t ɛ -	8480
5590	Matses		tail	i n ʂ u k u	inʂucu	7 4 3 7 1 7	XMBYBZ	INSYKY	14	14.I.V 14.N.c 14.S.C 14.Y.V 14.K.C 14.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	inʂuku	0	11385	i n ʂ - - u k - u	8489
6083	Sharanahua		tail	i n a	ina	7 4 7	XBZ	INA	17	17.I.V 17.N.C 17.A.V	1.5 1.75 0.8	ina	0	11385	- - - - - i n - a	8467
6084	Sharanahua		tail	t a j a n t i	tayanti	1 7 6 7 4 1 7	AXBYMBZ	TAJANTI	17	17.T.C 17.A.V 17.J.C 17.A.V 17.N.c 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tajanti	0	11385	- - t a j a n t i	8491
6709	Kakataibo		tail	i n a	ina	7 4 7	XBZ	INA	12	12.I.V 12.N.C 12.A.V	1.5 1.75 0.8	ina	0	11385	- - - - - i n - a	8467
7114	Isconahua		tail	i n a	ina	7 4 7	XBZ	INA	11	11.I.V 11.N.C 11.A.V	1.5 1.75 0.8	ina	0	11385	- - - - - i n - a	8467
7618	Chipaya		tail	kʰ u r z	khurz	1 7 5 3	AXLN	KYRS	8	8.K.C 8.Y.V 8.R.c 8.S.c	2.0 1.5 1.1 0.8	kʰurz	0	11387	- - kʰ u - r z - -	8474
7619	Chipaya		tail	kʰ u r z a	khurza	1 7 5 3 7	AXMBZ	KYRSA	8	8.K.C 8.Y.V 8.R.c 8.S.C 8.A.V	2.0 1.5 1.1 1.75 0.8	kʰurza	0	11387	- - kʰ u - r z a -	8474
8397	Cavinena		tail	i w a	iwa	7 6 7	XBZ	IWA	6	6.I.V 6.W.C 6.A.V	1.5 1.75 0.8	iwa	0	11386	i w a - -	8472
8833	Tacana		tail	e + t i ð a	e-tidha	7 9 1 7 3 7	X_AXBZ	E_TIDA	19	19.E.V 19._._ 19.T.C 19.I.V 19.D.C 19.A.V	1.5 0.0 2.0 1.5 1.75 0.8	e+tiða	0	11388 11385	e + - - t - - i ð - a	8485
8834	Tacana		tail	e + t i m a	e-tima	7 9 1 7 4 7	X_AXBZ	E_TIMA	19	19.E.V 19._._ 19.T.C 19.I.V 19.M.C 19.A.V	1.5 0.0 2.0 1.5 1.75 0.8	e+tima	0	11388 11385	e + - - t - - i m - a	8485
9239	Tsimane		tail	k õ d i	códi	1 7 1 7	AXBZ	KUTI	20	20.K.C 20.U.V 20.T.C 20.I.V	2.0 1.5 1.75 0.8	kõdi	0	11387	- - k õ - - d i -	8481
9848	Chacobo		tail	h i n a	jina	3 7 4 7	AXBZ	HINA	7	7.H.C 7.I.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	hina	0	11385	- - h - - i n - a	8467
10390	Araona		tail	s i tʃ a	sicha	3 7 1 7	AXBZ	SITA	2	2.S.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	sitʃa	0	11385	- - s - - i tʃ - a	8468
10520	Kaxarari		tail	tʃ i n a	tʃiˈna	1 7 4 7	AXBZ	TINA	13	13.T.C 13.I.V 13.N.C 13.A.V	2.0 1.5 1.75 0.8	tʃina	0	11385	- - tʃ - - i n - a	8467
#
