# Wordlist

# DATA
ID	DOCULECT	CONCEPT	SEGMENTS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID
4595	Chacobo	smoke (exhaust)	k o ʔ i n i	koʔini	1 7 1 7 4 7	AXBYBZ	KUHINI	9	9.K.C 9.U.V 9.H.C 9.I.V 9.N.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	koʔini	0	5397
5151	Pacavara	smoke (exhaust)	k o 'ʔ i n a	ko'ʔina	1 7 1 7 4 7	AXBYBZ	KUHINA	29	29.K.C 29.U.V 29.H.C 29.I.V 29.N.C 29.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ko'ʔina	0	5397
5269	ShipiboConibo	smoke (exhaust)	k oĩ	koĩ	1 7	AX	KU	38	38.K.C 38.U.V	2.0 1.5	koĩ	0	5397
5270	ShipiboConibo	smoke (exhaust)	č ii k oĩ	čii-koĩ	2 7 1 7	AXBZ	CIKU	38	38.C.C 38.I.V 38.K.C 38.U.V	2.0 1.5 1.75 0.8	čiikoĩ	0	5409
5960	Yaminahua	smoke (exhaust)	k õi	kõi	1 7	AX	KU	41	41.K.C 41.U.V	2.0 1.5	kõi	0	5397
6617	Amahuaca	smoke (exhaust)	c ó h i n	cóhin	1 7 3 7 4	AXBYN	CUHIN	1	1.C.C 1.U.V 1.H.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	cóhin	0	5397
7091	Capanahua	smoke (exhaust)	c o h i n	cohin	1 7 3 7 4	AXBYN	CUHIN	5	5.C.C 5.U.V 5.H.C 5.I.V 5.N.c	2.0 1.5 1.75 1.3 0.8	cohin	0	5397
8976	Chipaya	smoke (exhaust)	ṣ̌ ḳ e t i	ṣ̌ḳeti	3 1 7 1 7	ACYBZ	SKETI	10	10.S.C 10.K.C 10.E.V 10.T.C 10.I.V	2.0 1.5 1.3 1.75 0.8	ṣ̌ḳeti	0	5403
8977	Moseten	smoke (exhaust)	h i ʔ i 's a	hiʔi'sa	3 7 1 7 3 7	AXBYBZ	HIHISA	26	26.H.C 26.I.V 26.H.C 26.I.V 26.S.C 26.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hiʔi'sa	0	5407
8978	Movima	smoke (exhaust)	ɓ u h r u	ɓuh-ru	1 7 3 5 7	AXBCZ	PYHRY	27	27.P.C 27.Y.V 27.H.C 27.R.C 27.Y.V	2.0 1.5 1.75 1.5 0.8	ɓuhru	0	5408
9386	Poyanawa	smoke (exhaust)	k ũĩ	kũĩ	1 7	AX	KY	31	31.K.C 31.Y.V	2.0 1.5	kũĩ	0	5397
10107	Matses	smoke (exhaust)	p u ʂ u d q ui d	puʂudquid	1 7 3 7 1 1 7 1	AXBYMBYN	PYSYTKYT	21	21.P.C 21.Y.V 21.S.C 21.Y.V 21.T.c 21.K.C 21.Y.V 21.T.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	puʂudquid	0	5406
10630	Sharanahua	smoke (exhaust)	c oi n	coin	1 7 4	AXN	CUN	37	37.C.C 37.U.V 37.N.c	2.0 1.5 0.8	coin	0	5397
11276	Kakataibo	smoke (exhaust)	t s i _ k ui n	tsi_kuin	1 3 7 9 1 7 4	ACX_AXN	TSI_KYN	17	17.T.C 17.S.C 17.I.V 17._._ 17.K.C 17.Y.V 17.N.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	tsi_kuin	0	5405
11700	Isconahua	smoke (exhaust)	k oi n	koin	1 7 4	AXN	KUN	15	15.K.C 15.U.V 15.N.c	2.0 1.5 0.8	koin	0	5397
#
7398	Capanahua	smoke (inhale)	r o m e j a q ui n	romejaquin	5 7 4 7 6 7 1 7 4	AXBYBYBYN	RUMEJAKYN	5	5.R.C 5.U.V 5.M.C 5.E.V 5.J.C 5.A.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	romejaquin	0	5411
8979	Moseten	smoke (inhale)	p i s 'n a k i	pis'naki	1 7 3 4 7 1 7	AXBCYBZ	PISNAKI	26	26.P.C 26.I.V 26.S.C 26.N.C 26.A.V 26.K.C 26.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	pis'naki	0	5414
8980	Movima	smoke (inhale)	s e k a r u n a	sekaru-na	3 7 1 7 5 7 4 7	AXBYBYBZ	SEKARYNA	27	27.S.C 27.E.V 27.K.C 27.A.V 27.R.C 27.Y.V 27.N.C 27.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sekaruna	0	5415
10631	Sharanahua	smoke (inhale)	c oi n _ t i p o m ai	coin_tipomai	1 7 4 9 1 7 1 7 4 7	AXN_AXBYBZ	CUN_TIPUMA	37	37.C.C 37.U.V 37.N.c 37._._ 37.T.C 37.I.V 37.P.C 37.U.V 37.M.C 37.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	coin_tipomai	0	5416
11277	Kakataibo	smoke (inhale)	k ú p u k a t i	kúpukati	1 7 1 7 1 7 1 7	AXBYBYBZ	KYPYKATI	17	17.K.C 17.Y.V 17.P.C 17.Y.V 17.K.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kúpukati	0	5413
11701	Isconahua	smoke (inhale)	r o m e _ a k	rome_ak	5 7 4 7 9 7 1	AXBZ_XN	RUME_AK	15	15.R.C 15.U.V 15.M.C 15.E.V 15._._ 15.A.V 15.K.c	2.0 1.5 1.75 0.8 0.0 1.5 0.8	rome_ak	0	5412
#
1388	Araona	smooth	p e n a p e n a	pena-pena	1 7 4 7 1 7 4 7	AXBYBYBZ	PENAPENA	2	2.P.C 2.E.V 2.N.C 2.A.V 2.P.C 2.E.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	penapena	1	5418
1389	Araona	smooth	s e m i h i	semihi	3 7 4 7 3 7	AXBYBZ	SEMIHI	2	2.S.C 2.E.V 2.M.C 2.I.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	semihi	1	5432
1911	Cavinena	smooth	m o m i ya	momi-ya	4 7 4 7 7	AXBYZ	MUMIY	8	8.M.C 8.U.V 8.M.C 8.I.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	momiya	0	5421
2948	HuarayoEseEjja	smooth	š aa ʔ a m a	šaa-ʔama	3 7 1 7 4 7	AXBYBZ	SAHAMA	14	14.S.C 14.A.V 14.H.C 14.A.V 14.M.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	šaaʔama	0	5424
3518	Tacana	smooth	kʷ a p i kʷ a p i	kʷapi-kʷapi	1 7 1 7 1 7 1 7	AXBYBYBZ	KAPIKAPI	39	39.K.C 39.A.V 39.P.C 39.I.V 39.K.C 39.A.V 39.P.C 39.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kʷapikʷapi	0	5430
3519	Tacana	smooth	n o c̷ a d a	noc̷a-da	4 7 1 7 1 7	AXBYBZ	NUCATA	39	39.N.C 39.U.V 39.C.C 39.A.V 39.T.C 39.A.V	2.0 1.5 1.75 1.3 1.75 0.8	noc̷ada	1	5433
4502	Catuquina	smooth	č ɨ r o	čɨro	2 7 5 7	AXBZ	CIRU	7	7.C.C 7.I.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	čɨro	0	5420
5045	Chacobo	smooth	p a r a	para	1 7 5 7	AXBZ	PARA	9	9.P.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	para	0	5422
6410	Yaminahua	smooth	yɨ̃ β a	yɨ̃βa	7 3 7	XBZ	YBA	41	41.Y.V 41.B.C 41.A.V	1.5 1.75 0.8	yɨ̃βa	0	5431
6713	Amahuaca	smooth	v á t o n	váton	3 7 1 7 4	AXBYN	BATUN	1	1.B.C 1.A.V 1.T.C 1.U.V 1.N.c	2.0 1.5 1.75 1.3 0.8	váton	0	5417
7533	Capanahua	smooth	ye n q ue n i	yenqueni	7 4 1 7 4 7	XMBYBZ	YNKYNI	5	5.Y.V 5.N.c 5.K.C 5.Y.V 5.N.C 5.I.V	1.5 1.1 1.75 1.3 1.75 0.8	yenqueni	0	5419
7727	Matis	smooth	t ß u k u	tßuku	1 3 7 1 7	ACXBZ	TSYKY	20	20.T.C 20.S.C 20.Y.V 20.K.C 20.Y.V	2.0 1.5 1.5 1.75 0.8	tßuku	0	5426
8981	Chipaya	smooth	lʸ a n u	lʸanu	5 7 4 7	AXBZ	LANY	10	10.L.C 10.A.V 10.N.C 10.Y.V	2.0 1.5 1.75 0.8	lʸanu	1	5423
8982	Moseten	smooth	't a n e s	'tanes	1 7 4 7 3	AXBYN	TANES	26	26.T.C 26.A.V 26.N.C 26.E.V 26.S.c	2.0 1.5 1.75 1.3 0.8	'tanes	0	5428
8983	Movima	smooth	t i ɬ oi n i	ti-ɬoi-ni	1 7 5 7 4 7	AXBYBZ	TILUNI	27	27.T.C 27.I.V 27.L.C 27.U.V 27.N.C 27.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tiɬoini	0	5429
10108	Matses	smooth	i s e	ise	7 3 7	XBZ	ISE	21	21.I.V 21.S.C 21.E.V	1.5 1.75 0.8	ise	0	5427
11278	Kakataibo	smooth	n i b á	nibá	4 7 1 7	AXBZ	NIPA	17	17.N.C 17.I.V 17.P.C 17.A.V	2.0 1.5 1.75 0.8	nibá	0	5425
11279	Kakataibo	smooth	s i b á	sibá	3 7 1 7	AXBZ	SIPA	17	17.S.C 17.I.V 17.P.C 17.A.V	2.0 1.5 1.75 0.8	sibá	0	5425
11702	Isconahua	smooth	b a r ai r o	barairo	1 7 5 7 5 7	AXBYBZ	PARARU	15	15.P.C 15.A.V 15.R.C 15.A.V 15.R.C 15.U.V	2.0 1.5 1.75 1.3 1.75 0.8	barairo	0	5422
11703	Isconahua	smooth	p a r á	pará	1 7 5 7	AXBZ	PARA	15	15.P.C 15.A.V 15.R.C 15.A.V	2.0 1.5 1.75 0.8	pará	0	5422
#
991	Araona	snail	z e m o	zemo	3 7 4 7	AXBZ	SEMU	2	2.S.C 2.E.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	zemo	0	5434
1588	Cavinena	snail	h e m o	hemo	3 7 4 7	AXBZ	HEMU	8	8.H.C 8.E.V 8.M.C 8.U.V	2.0 1.5 1.75 0.8	hemo	0	5434
2110	EseEjja	snail	s i x a x a	sixaxa	3 7 3 7 3 7	AXBYBZ	SIGAGA	13	13.S.C 13.I.V 13.G.C 13.A.V 13.G.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sixaxa	0	5438
2111	EseEjja	snail	š e m o	šemo	3 7 4 7	AXBZ	SEMU	13	13.S.C 13.E.V 13.M.C 13.U.V	2.0 1.5 1.75 0.8	šemo	0	5434
2672	HuarayoEseEjja	snail	š e m o	šemo	3 7 4 7	AXBZ	SEMU	14	14.S.C 14.E.V 14.M.C 14.U.V	2.0 1.5 1.75 0.8	šemo	0	5434
3111	Tacana	snail	ď̶ e m o	ď̶emo	0 7 4 7	AXBZ	0EMU	39	39.0.C 39.E.V 39.M.C 39.U.V	2.0 1.5 1.75 0.8	ď̶emo	0	5434
3112	Tacana	snail	b o t o r o	botoro	1 7 1 7 5 7	AXBYBZ	PUTURU	39	39.P.C 39.U.V 39.T.C 39.U.V 39.R.C 39.U.V	2.0 1.5 1.75 1.3 1.75 0.8	botoro	0	5443
3713	Cashibo	snail	n o č o	nočo	4 7 2 7	AXBZ	NUCU	6	6.N.C 6.U.V 6.C.C 6.U.V	2.0 1.5 1.75 0.8	nočo	0	5436
3714	Cashibo	snail	n o β o	noβo	4 7 3 7	AXBZ	NUBU	6	6.N.C 6.U.V 6.B.C 6.U.V	2.0 1.5 1.75 0.8	noβo	0	5436
4181	Catuquina	snail	n o β o	noβo	4 7 3 7	AXBZ	NUBU	7	7.N.C 7.U.V 7.B.C 7.U.V	2.0 1.5 1.75 0.8	noβo	0	5436
4672	Chacobo	snail	k o s ɨ	kosɨ	1 7 3 7	AXBZ	KUSI	9	9.K.C 9.U.V 9.S.C 9.I.V	2.0 1.5 1.75 0.8	kosɨ	0	5437
6036	Yaminahua	snail	s ã k a	sãka	3 7 1 7	AXBZ	SAKA	41	41.S.C 41.A.V 41.K.C 41.A.V	2.0 1.5 1.75 0.8	sãka	0	5442
6037	Yaminahua	snail	n o č o	nočo	4 7 2 7	AXBZ	NUCU	41	41.N.C 41.U.V 41.C.C 41.U.V	2.0 1.5 1.75 0.8	nočo	0	5436
6038	Yaminahua	snail	n o p o ṣ̌	nopoṣ̌	4 7 1 7 3	AXBYN	NUPUS	41	41.N.C 41.U.V 41.P.C 41.U.V 41.S.c	2.0 1.5 1.75 1.3 0.8	nopoṣ̌	0	5436
6039	Yaminahua	snail	β õ t o	βõto	3 7 1 7	AXBZ	BUTU	41	41.B.C 41.U.V 41.T.C 41.U.V	2.0 1.5 1.75 0.8	βõto	0	5439
7199	Capanahua	snail	m a h c h i _ r a r o	mahchi_raro	4 7 3 1 3 7 9 5 7 5 7	AXMBCZ_AXBZ	MAHCHI_RARU	5	5.M.C 5.A.V 5.H.c 5.C.C 5.H.C 5.I.V 5._._ 5.R.C 5.A.V 5.R.C 5.U.V	2.0 1.5 1.1 1.75 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mahchi_raro	0	5435
8984	Moseten	snail	w o 'o n t	wo'ont	6 7 7 4 1	AXYLN	WUUNT	26	26.W.C 26.U.V 26.U.V 26.N.c 26.T.c	2.0 1.5 1.3 1.1 0.8	wo'ont	0	5440
8985	Movima	snail	m e h ɬ a	mehɬa	4 7 3 5 7	AXBCZ	MEHLA	27	27.M.C 27.E.V 27.H.C 27.L.C 27.A.V	2.0 1.5 1.75 1.5 0.8	mehɬa	0	5441
10632	Sharanahua	snail	n o c h o	nocho	4 7 1 3 7	AXBCZ	NUCHU	37	37.N.C 37.U.V 37.C.C 37.H.C 37.U.V	2.0 1.5 1.75 1.5 0.8	nocho	0	5436
11280	Kakataibo	snail	n u c h u ñ u	nuchuñu	4 7 1 3 7 4 7	AXBCYBZ	NYCHYNY	17	17.N.C 17.Y.V 17.C.C 17.H.C 17.Y.V 17.N.C 17.Y.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	nuchuñu	0	5436
11704	Isconahua	snail	b o t o n	boton	1 7 1 7 4	AXBYN	PUTUN	15	15.P.C 15.U.V 15.T.C 15.U.V 15.N.c	2.0 1.5 1.75 1.3 0.8	boton	0	5439
11705	Isconahua	snail	n o t s o	notso	4 7 1 3 7	AXBCZ	NUTSU	15	15.N.C 15.U.V 15.T.C 15.S.C 15.U.V	2.0 1.5 1.75 1.5 0.8	notso	0	5436
#
148	MayorunaFera	snake	d ou n o n	dounon	1 7 4 7 4	AXBYN	TUNUN	24	24.T.C 24.U.V 24.N.C 24.U.V 24.N.c	2.0 1.5 1.75 1.3 0.8	dounon	0	5444
345	Panos	snake	r ou n o	rouno	5 7 4 7	AXBZ	RUNU	30	30.R.C 30.U.V 30.N.C 30.U.V	2.0 1.5 1.75 0.8	rouno	0	5444
701	Reyesano	snake	m b a k w a	mbakwa	4 1 7 1 6 7	ACYBCZ	MPAKWA	34	34.M.C 34.P.C 34.A.V 34.K.C 34.W.C 34.A.V	2.0 1.5 1.3 1.75 1.5 0.8	mbakwa	0	5445
828	MayorunaDomestica	snake	t i r i s	tiris	1 7 5 7 3	AXBYN	TIRIS	23	23.T.C 23.I.V 23.R.C 23.I.V 23.S.c	2.0 1.5 1.75 1.3 0.8	tiris	0	5451
988	Araona	snake	b a 'kʷ a	ba'kʷa	1 7 1 7	AXBZ	PAKA	2	2.P.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	ba'kʷa	0	5445
1586	Cavinena	snake	b a kʷ a	bakʷa	1 7 1 7	AXBZ	PAKA	8	8.P.C 8.A.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	bakʷa	0	5445
2107	EseEjja	snake	p eeyo	peeyo	1 7	AX	PE	13	13.P.C 13.E.V	2.0 1.5	peeyo	0	5447
2108	EseEjja	snake	ɓ a kʷ a	-ɓakʷa-	1 7 1 7	AXBZ	PAKA	13	13.P.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 0.8	ɓakʷa	0	5445
2670	HuarayoEseEjja	snake	a k w i š o _ p eo	akwišo_peo	7 1 6 7 3 7 9 1 7	XBCYBZ_AX	AKWISU_PE	14	14.A.V 14.K.C 14.W.C 14.I.V 14.S.C 14.U.V 14._._ 14.P.C 14.E.V	1.5 1.75 1.5 1.3 1.75 0.8 0.0 2.0 1.5	akwišo_peo	0	5448
3109	Tacana	snake	b a kʷ a	bakʷa	1 7 1 7	AXBZ	PAKA	39	39.P.C 39.A.V 39.K.C 39.A.V	2.0 1.5 1.75 0.8	bakʷa	0	5445
3710	Cashibo	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	6	6.R.C 6.U.V 6.N.C 6.U.V	2.0 1.5 1.75 0.8	rono	0	5444
3711	Cashibo	snake	p i s 'k a	pis'ka	1 7 3 1 7	AXMBZ	PISKA	6	6.P.C 6.I.V 6.S.c 6.K.C 6.A.V	2.0 1.5 1.1 1.75 0.8	pis'ka	0	5445
4179	Catuquina	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	7	7.R.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 0.8	rono	0	5444
4670	Chacobo	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	9	9.R.C 9.U.V 9.N.C 9.U.V	2.0 1.5 1.75 0.8	rono	0	5444
5352	ShipiboConibo	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	38	38.R.C 38.U.V 38.N.C 38.U.V	2.0 1.5 1.75 0.8	rono	0	5444
6034	Yaminahua	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	41	41.R.C 41.U.V 41.N.C 41.U.V	2.0 1.5 1.75 0.8	rono	0	5444
6604	Amahuaca	snake	r o n ó	ronó	5 7 4 7	AXBZ	RUNU	1	1.R.C 1.U.V 1.N.C 1.U.V	2.0 1.5 1.75 0.8	ronó	0	5444
7599	Matis	snake	d u n u	dunu	1 7 4 7	AXBZ	TYNY	20	20.T.C 20.Y.V 20.N.C 20.Y.V	2.0 1.5 1.75 0.8	dunu	0	5444
8986	Chipaya	snake	š ḳ o r a	šḳora	3 1 7 5 7	ACYBZ	SKURA	10	10.S.C 10.K.C 10.U.V 10.R.C 10.A.V	2.0 1.5 1.3 1.75 0.8	šḳora	0	5446
8987	Moseten	snake	'n a s	'nas	4 7 3	AXN	NAS	26	26.N.C 26.A.V 26.S.c	2.0 1.5 0.8	'nas	0	5452
8988	Movima	snake	m i m i ɗ i	mimiɗi	4 7 4 7 1 7	AXBYBZ	MIMITI	27	27.M.C 27.I.V 27.M.C 27.I.V 27.T.C 27.I.V	2.0 1.5 1.75 1.3 1.75 0.8	mimiɗi	0	5453
9600	Nucuyni	snake	c h a n u	chanu	1 3 7 4 7	ACXBZ	CHANY	28	28.C.C 28.H.C 28.A.V 28.N.C 28.Y.V	2.0 1.5 1.5 1.75 0.8	chanu	0	5454
9676	Maropa	snake	b a c ua	ba-cua	1 7 1 7	AXBZ	PACY	19	19.P.C 19.A.V 19.C.C 19.Y.V	2.0 1.5 1.75 0.8	bacua	0	5445
10109	Matses	snake	n i s i	nisi	4 7 3 7	AXBZ	NISI	21	21.N.C 21.I.V 21.S.C 21.I.V	2.0 1.5 1.75 0.8	nisi	0	5450
10110	Matses	snake	ʂ a n u p a	ʂanupa	3 7 4 7 1 7	AXBYBZ	SANYPA	21	21.S.C 21.A.V 21.N.C 21.Y.V 21.P.C 21.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʂanupa	0	5455
10633	Sharanahua	snake	r o n o	rono	5 7 4 7	AXBZ	RUNU	37	37.R.C 37.U.V 37.N.C 37.U.V	2.0 1.5 1.75 0.8	rono	0	5444
11281	Kakataibo	snake	p i s k á	piská	1 7 3 1 7	AXMBZ	PISKA	17	17.P.C 17.I.V 17.S.c 17.K.C 17.A.V	2.0 1.5 1.1 1.75 0.8	piská	0	5445
11282	Kakataibo	snake	r u n u	runu	5 7 4 7	AXBZ	RYNY	17	17.R.C 17.Y.V 17.N.C 17.Y.V	2.0 1.5 1.75 0.8	runu	0	5444
11706	Isconahua	snake	k a m o h	kamoh	1 7 4 7 3	AXBYN	KAMUH	15	15.K.C 15.A.V 15.M.C 15.U.V 15.H.c	2.0 1.5 1.75 1.3 0.8	kamoh	0	5449
#
6983	Amahuaca	snare (trap)	m á v a n	mávan	4 7 3 7 4	AXBYN	MABAN	1	1.M.C 1.A.V 1.B.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	mávan	1	5456
7380	Capanahua	snare (trap)	r a m p a	rampa	5 7 4 1 7	AXMBZ	RAMPA	5	5.R.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	rampa	1	5457
#
348	Panos	sneeze	a t i c h ai	atichai	7 1 7 1 3 7	XBYBCZ	ATICHA	30	30.A.V 30.T.C 30.I.V 30.C.C 30.H.C 30.A.V	1.5 1.75 1.3 1.75 1.5 0.8	atichai	0	5461
1059	Araona	sneeze	t i z o	tizo	1 7 3 7	AXBZ	TISU	2	2.T.C 2.I.V 2.S.C 2.U.V	2.0 1.5 1.75 0.8	tizo	0	5459
1649	Cavinena	sneeze	h a č i o h o ya	hači-oho-ya	3 7 2 7 7 3 7 7	AXBYYBYZ	HACIUHUY	8	8.H.C 8.A.V 8.C.C 8.I.V 8.U.V 8.H.C 8.U.V 8.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	hačiohoya	0	5462
2190	EseEjja	sneeze	a č i	ači-	7 2 7	XBZ	ACI	13	13.A.V 13.C.C 13.I.V	1.5 1.75 0.8	ači	0	5464
3185	Tacana	sneeze	t i ď̶ o	tiď̶o-	1 7 0 7	AXBZ	TI0U	39	39.T.C 39.I.V 39.0.C 39.U.V	2.0 1.5 1.75 0.8	tiď̶o	0	5459
3772	Cashibo	sneeze	ʔ a 't i š ã k i t i	ʔa'tišãki-ti	1 7 1 7 3 7 1 7 1 7	AXBYBYBYBZ	HATISAKITI	6	6.H.C 6.A.V 6.T.C 6.I.V 6.S.C 6.A.V 6.K.C 6.I.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ʔa'tišãkiti	0	5461
4245	Catuquina	sneeze	a t ɨ š	atɨš-	7 1 7 3	XBYN	ATIS	7	7.A.V 7.T.C 7.I.V 7.S.c	1.5 1.75 1.3 0.8	atɨš	0	5461
4743	Chacobo	sneeze	a t i š a	atiša-	7 1 7 3 7	XBYBZ	ATISA	9	9.A.V 9.T.C 9.I.V 9.S.C 9.A.V	1.5 1.75 1.3 1.75 0.8	atiša	0	5461
5452	ShipiboConibo	sneeze	h a t i š a n i t i	hatišaniti	3 7 1 7 3 7 4 7 1 7	AXBYBYBYBZ	HATISANITI	38	38.H.C 38.A.V 38.T.C 38.I.V 38.S.C 38.A.V 38.N.C 38.I.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	hatišaniti	0	5461
6111	Yaminahua	sneeze	a š t i _ i k ĩ	ašti_ikĩ	7 3 1 7 9 7 1 7	XMBZ_XBZ	ASTI_IKI	41	41.A.V 41.S.c 41.T.C 41.I.V 41._._ 41.I.V 41.K.C 41.I.V	1.5 1.1 1.75 0.8 0.0 1.5 1.75 0.8	ašti_ikĩ	0	5468
6869	Amahuaca	sneeze	j á h o s h í n i	jáhoshíni	6 7 3 7 3 3 7 4 7	AXBYMBYBZ	JAHUSHINI	1	1.J.C 1.A.V 1.H.C 1.U.V 1.S.c 1.H.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	jáhoshíni	0	5458
7099	Capanahua	sneeze	h a h t i s h c o n h i h q ui	hahtishconhihqui	3 7 3 1 7 3 3 1 7 4 3 7 3 1 7	AXMBYLMBYMBYMBZ	HAHTISHCUNHIHKY	5	5.H.C 5.A.V 5.H.c 5.T.C 5.I.V 5.S.c 5.H.c 5.C.C 5.U.V 5.N.c 5.H.C 5.I.V 5.H.c 5.K.C 5.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.1 1.75 1.3 1.1 1.75 1.3 1.1 1.75 0.8	hahtishconhihqui	0	5460
7614	Matis	sneeze	ɨ k t i ß u n	ɨktißun	7 1 1 7 3 7 4	XMBYBYN	IKTISYN	20	20.I.V 20.K.c 20.T.C 20.I.V 20.S.C 20.Y.V 20.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ɨktißun	0	5465
8989	Chipaya	sneeze	x a čˀ i š	xačˀi-š	3 7 2 7 3	AXBYN	GACIS	10	10.G.C 10.A.V 10.C.C 10.I.V 10.S.c	2.0 1.5 1.75 1.3 0.8	xačˀiš	0	5463
8990	Moseten	sneeze	h aa 'č i h k i	haa'čihki	3 7 2 7 3 1 7	AXBYMBZ	HACIHKI	26	26.H.C 26.A.V 26.C.C 26.I.V 26.H.c 26.K.C 26.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	haa'čihki	0	5466
8991	Movima	sneeze	č i s kʷ a	čis-kʷa	2 7 3 1 7	AXMBZ	CISKA	27	27.C.C 27.I.V 27.S.c 27.K.C 27.A.V	2.0 1.5 1.1 1.75 0.8	čiskʷa	0	5467
10111	Matses	sneeze	a c t i ʂ u n	actiʂun	7 1 1 7 3 7 4	XMBYBYN	ACTISYN	21	21.A.V 21.C.c 21.T.C 21.I.V 21.S.C 21.Y.V 21.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	actiʂun	0	5465
10634	Sharanahua	sneeze	a t u s h i	atushi	7 1 7 3 3 7	XBYMBZ	ATYSHI	37	37.A.V 37.T.C 37.Y.V 37.S.c 37.H.C 37.I.V	1.5 1.75 1.3 1.1 1.75 0.8	atushi	0	5461
11707	Isconahua	sneeze	a t o s h	atosh	7 1 7 3 3	XBYLN	ATUSH	15	15.A.V 15.T.C 15.U.V 15.S.c 15.H.c	1.5 1.75 1.3 1.1 0.8	atosh	0	5461
#
426	MayorunaJandiatuba	snore	u c é	ucé	7 1 7	XBZ	YCE	25	25.Y.V 25.C.C 25.E.V	1.5 1.75 0.8	ucé	0	5477
1655	Cavinena	snore	t a r a r a ya	tarara-ya	1 7 5 7 5 7 7	AXBYBYZ	TARARAY	8	8.T.C 8.A.V 8.R.C 8.A.V 8.R.C 8.A.V 8.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tararaya	0	5472
2197	EseEjja	snore	ya k a n a h e	yaka-nahe	7 1 7 4 7 3 7	XBYBYBZ	YKANAHE	13	13.Y.V 13.K.C 13.A.V 13.N.C 13.A.V 13.H.C 13.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	yakanahe	0	5474
3192	Tacana	snore	r a k a k a	rakaka-	5 7 1 7 1 7	AXBYBZ	RAKAKA	39	39.R.C 39.A.V 39.K.C 39.A.V 39.K.C 39.A.V	2.0 1.5 1.75 1.3 1.75 0.8	rakaka	0	5480
3779	Cashibo	snore	k a 'r a ṣ̌ k i t i	ka'raṣ̌ki-ti	1 7 5 7 3 1 7 1 7	AXBYMBYBZ	KARASKITI	6	6.K.C 6.A.V 6.R.C 6.A.V 6.S.c 6.K.C 6.I.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ka'raṣ̌kiti	0	5470
