ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
8315	Cavinena	ring	metara	metara	m e t a r a	None	5743		m e + t a r a	3112
8719	Tacana	ring	metara	metara	m e t a ɾ a	None	5743		m e + t a ɾ a	3112
9314	Tsimane	ring	sontica	sontica	s o n t i k a	None	5566		s o n t i k a	3113
9655	Chacobo	ring	mëquëraati	mëquëraati	m ɨ k ɨ r a a t i	None	5727		m ɨ + k ɨ r a a + t i	3111
229	EseEjja	ripe	ke-ahawa	ke-ahawa	k e a h a w a	None	1589		k e a + h a w a	3121
727	HuarayoEseEjja	ripe	kia-hawa	kia-hawa	k i a h a w a	None	1075		k i a + h a w a	3121
1140	Cashibo	ripe	pɨ'kɨ-ti	pɨ'kɨ-ti	p ɨ k ɨ t i	None	5574		p ɨ k ɨ + t i	3118
1581	Catuquina	ripe	hõčĩ	hõčĩ	h õ ʃ ĩ	None	1689		h õ ʃ ĩ	3119
2109	ShipiboConibo	ripe	toto	toto	t o t o	None	5578		t o t o	3126
2706	Yaminahua	ripe	pačia	pačia	p a tʃ i a	None	5579		p a tʃ i a	3118
3055	Amahuaca	ripe	caní, jóvu	caní	k a n í/i	None	3535		k a n í/i	3116
3056	Amahuaca	ripe	caní, jóvu	jóvu	h ó/o β ɨ	None	5575		h ó/o β ɨ	3119
3969	Capanahua	ripe	satani, johué	satani	s a t a n i	None	1246		s a t a n i	3116
3970	Capanahua	ripe	satani, johué	johué	h o w ɨ	None	5575		h o w ɨ	3119
4791	Moseten	ripe	'ĩhc̷i	'ĩhc̷i	ĩ.h ts i	None	5582		ĩ h ts i	3124
4792	Movima	ripe	ɓeu-ni	ɓeu-ni	ɓ e u n i	None	1244		ɓ e u + n i	3125
5390	Matses	ripe	mani sin	mani sin	m a n i s i n	None	5569		m a n i + s i n	3119
5863	Sharanahua	ripe	oshian	oshian	u ʃ i.a n	None	5571		u ʃ i.a n	3119
6448	Kakataibo	ripe	xónkërua	xónkërua	ʂ ɤ n k ɨ ɾ ɯ a	None	5577		ʂ ɤ n k ɨ ɾ ɯ a	3123
6449	Kakataibo	ripe	pëkë́kë	pëkë́kë	p ɨ k ɨ k ɨ	None	5573		p ɨ k ɨ + k ɨ	3118
6868	Isconahua	ripe	bebá	bebá	β ɨ β a	None	5576		β ɨ β a	3122
6869	Isconahua	ripe	oshin	oshin	o ʃ i n	None	5571		o ʃ i n	3119
8303	Cavinena	ripe	mare	mare	m a r e	None	1247		m a r e	3120
8651	Tacana	ripe	e-sehua	e-sehua	s e w a	None	5906		- - s e w a -	3121
8980	Tsimane	ripe	chäcdyi, intsiij	chäcdyi	tʃ ə k dʲ i	None	1243		tʃ ə k dʲ i	3126
8981	Tsimane	ripe	chäcdyi, intsiij	intsiij	i n ts i i.h	None	5582		i n ts i + i h	3124
9781	Chacobo	ripe	shini	shini	ʃ i n i	None	5516		ʃ i - n i -	3116
10017	Araona	ripe	hualala	hualala	w a l a l a	None	5570		w a l a l a	3117
3114	Amahuaca	river	junú, páro	junú	h ɨ n ɨ	None	2846		h ɨ n ɨ	3127
3115	Amahuaca	river	junú, páro	páro	p á/a r o	None	669		p á/a r o	3131
3676	Capanahua	river	huean, huaca	huean	w ɨ a n	None	5585		w ɨ a n	3129
3677	Capanahua	river	huean, huaca	huaca	w a k a	None	2859		w a k a -	3132
6989	Kakataibo	river	baka	baka	β̞ a k a	None	2859		β̞ a k a -	3132
7052	Matses	river	acte	acte	a k t e	None	2079		a k + t e	3133
7185	Sharanahua	river	unu	unu	ɨ n ɨ	None	2846		- ɨ n ɨ	3127
7234	Chipaya	river	puju	puju	p u x u	None	2874		p u x u	3131
7814	Isconahua	river	waka	waka	w a k a	None	2859		w a k a -	3132
7840	Tacana	river	ena	ena	n a	None	2268		( - ) - n a	3134
7869	Chacobo	river	ani	ani	a n i	None	1512		( - ) a n i	3127
7982	Araona	river	mano	mano	m a n o	None	5584		m a n o	3128
8289	Cavinena	river	kweri	kweri	kʷ e r i	None	5586		kʷ e - - r i	3130
9020	Tsimane	river	cojiro	cojiro	k o h i r o	None	5586		k o h i r o	3135
10271	Kaxarari	river	waˈkaʔ	waˈkaʔ	w a k a ʔ	None	2859		w a k a ʔ	3132
318	EseEjja	roll	xaxa-yo-	xaxa-yo-	x a x a j o	None	5595		x a x a + j o	3140
796	HuarayoEseEjja	roll	xaxiataxaxa-kwe	xaxiataxaxa-kwe	x a x i.a t a x a x a	None	5595		x a x i.a + t a + x a x i.a	3141
1224	Cashibo	roll	ta'rã-	ta'rã-	t a r ã	None	5592		t a r ã -	3138
1661	Catuquina	roll	sɨβi-	sɨβi-	s ɨ β i	None	5594		s ɨ β i	3139
2214	ShipiboConibo	roll	tarã-ti	tarã-ti	t a r ã t i	None	5592		t a r ã - + t i	3138
2805	Yaminahua	roll	tara-kĩ	tara-kĩ	t a r a k ĩ	None	959		t a - r a - + - k ĩ	3138
3164	Amahuaca	roll	chíyuxcúhuhi	chíyuxcúhuhi	tʃ í/i j ɨ ʂ k ɨ ʔ ɨ ʔ i	None	5590		tʃ í/i j ɨ ʂ k ɨ ʔ ɨ ʔ i	3136
3999	Capanahua	roll	taranquin, cahuan cahuani	taranquin	t a r a n	None	5592		t a r a n	3138
4000	Capanahua	roll	taranquin, cahuan cahuani	cahuan cahuani	k a w a n k a w a n i	None	5617		k a w a n + k a w a n + - i	3147
4793	Movima	roll	pila-čo	pila-čo	p i l a tʃ o	None	5600		p i l a + tʃ o - - -	3144
5552	Matses	roll	bincud	bincud	b i n k u d	None	5599		b i + n k u d	3143
6103	Sharanahua	roll	safisafiqui	safisafiqui	s a β i s a β i k i	None	5601		s a β i + s a β i + k i	3139
6450	Kakataibo	roll	taramëti	taramëti	t a ɾ a m ɨ t i	None	5593		t a ɾ a - + m ɨ + t i	3138
6870	Isconahua	roll	payaki payaki iki	payaki payaki iki	p a j a k i p a j a k i i k i	None	5596		p a j a k i + p a j a k i + i k i	3142
8839	Tacana	roll	tuquiriri-a	tuquiriri-a	t u k i ɾ i ɾ i a	None	5602		t u k i + ɾ i ɾ i + a	3145
8954	Tsimane	roll	bur’jeyaqui, caman’jeyaqui	bur’jeyaqui	b ɨ r.ʔ	None	5603		b ɨ r.ʔ	3146
8955	Tsimane	roll	bur’jeyaqui, caman’jeyaqui	caman’jeyaqui	k a m a n.ʔ	None	5617		k a m a n.ʔ	3148
9795	Chacobo	roll	taramëhaina	taramëhaina	t a r a m ɨ	None	960		t a - r a - + m ɨ	3138
10064	Araona	roll	jeja	jeja	h e h a	None	5591		h e h a	3137
269	EseEjja	roof	ehamako	ehamako	h a m a k o	None	5620		h a m a k o	3154
270	EseEjja	roof	esipi	esipi	s i p i	None	880		s i p i	3152
1185	Cashibo	roof	masku'ã	masku'ã	m a s k u ã	None	4823		m a + s k u ã	3150
1623	Catuquina	roof	šoβo pɨmana	šoβo pɨmana	ʂ o β o p ɨ m a n a	None	4350		ʂ o β o + p ɨ + m a + n a	3151
2162	ShipiboConibo	roof	ṣ̌oβo-pɨka	ṣ̌oβo-pɨka	ʂ o β o p ɨ k a	None	4349		ʂ o β o + p ɨ + k a	3151
2163	ShipiboConibo	roof	ṣ̌oβo-ṣ̌ɨwa	ṣ̌oβo-ṣ̌ɨwa	ʂ o β o ʂ ɨ w a	None	4348		ʂ o β o + ʂ ɨ w a	3151
2164	ShipiboConibo	roof	ṣ̌ɨwa	ṣ̌ɨwa	ʂ ɨ w a	None	880		ʂ ɨ w a	3152
2757	Yaminahua	roof	pɨṣ̌ɨ ma-opo-mɨ-ti	pɨṣ̌ɨ ma-opo-mɨ-ti	p ɨ ʂ ɨ m a o p o m ɨ t i	None	4357		p ɨ ʂ ɨ + m a + o p o + m ɨ + t i	3157
4794	Moseten	roof	kaʔtap'haʔ	kaʔtap'haʔ	k a.ʔ t a p h a.ʔ	None	3497		k a.ʔ + t a p h a.ʔ	3153
4795	Moseten	roof	'kahtapha	'kahtapha	k a.h t a pʰ a	None	5621		k a h + t a pʰ a	3153
4796	Movima	roof	ko-re	ko-re	k o r e	None	1498		k o + r e	3155
5391	Matses	roof	caʈʂo	caʈʂo	k a ʈʂ o	None	1870		k a + ʈʂ o	3153
6451	Kakataibo	roof	maskuan	maskuan	m a s k ɯ a.n	None	4823		m a + s k ɯ a.n	3150
6452	Kakataibo	roof	maputi	maputi	m a p ɯ t i	None	4824		m a + p ɯ + t i	3157
7176	Sharanahua	roof	shupa	shupa	ʃ ɨ p a	None	880		ʃ ɨ p a	3152
7551	Chipaya	roof	qhuy acha	qhuy acha	qʰ u j a tʃ a	None	5619		qʰ u j + a tʃ a	3153
8616	Tacana	roof	e-te beji	e-te beji	t e b e h i	None	4346		t - - e + b e h i	3156
9829	Chacobo	roof	xëhuëquë cato	xëhuëquë cato	ʂ ɨ w ɨ k ɨ k a t o	None	881		ʂ ɨ w ɨ + k ɨ + k a + t o	3152
10021	Araona	roof	huana	huana	w a n a	None	5618		w a n a	3149
279	EseEjja	root	e-saxa	e-saxa	s a x a	None	1527		- s a x a	3159
280	EseEjja	root	ɓisiʔikʷi	ɓisiʔikʷi	ɓ i s i ʔ i kʷ i	None	2949		ɓ i s i + ʔ i kʷ i	3164
770	HuarayoEseEjja	root	akwi saxa	akwi saxa	a kʷ i s a x a	None	4909		- a kʷ i + - s a x a	3159
1193	Cashibo	root	ta'põ	ta'põ	t a p õ	None	5899		t a ( - - ) + p õ - -	3158
1630	Catuquina	root	tapõ	tapõ	t a p õ	None	5899		t a ( - - ) + p õ - -	3158
2170	ShipiboConibo	root	ta-põ	ta-põ	t a p õ	None	5899		t a ( - - ) + p õ - -	3158
2764	Yaminahua	root	tapo	tapo	t a p o	None	5899		t a ( - - ) + p o - -	3158
3116	Amahuaca	root	tápon	tápon	t á/a p o n	None	5899		t á/a ( - - ) + p o n -	3158
3998	Capanahua	root	tapon	tapon	t a p o n	None	5899		t a ( - - ) + p o n -	3158
4797	Moseten	root	iri'bin	iri'bin	i r i b i n	None	1526		- i r i b i n	3158
4798	Movima	root	ɗuɗuɬ-kʷa	ɗuɗuɬ-kʷa	ɗ u ɗ u ɬ kʷ a	None	5623		ɗ u ɗ u ɬ + kʷ a	3161
5392	Matses	root	tapun	tapun	t a p u n	None	5899		t a ( - - ) + p u n -	3158
6043	Sharanahua	root	tapon	tapon	t a p u n	None	5899		t a ( - - ) + p u n -	3158
6453	Kakataibo	root	tapun	tapun	t a p ɯ n	None	5899		t a ( - - ) + p ɯ n -	3158
6871	Isconahua	root	atsabo	atsabo	a ts a β o	None	1527		a ts a β o	3158
6872	Isconahua	root	tapon	tapon	t a p o n	None	5899		t a ( - - ) + p o n -	3158
7705	Chipaya	root	zep’a	zep’a	z e pˀ a	None	1523		z e pˀ a	3158
8395	Cavinena	root	tiri	tiri	t i r i	None	1526		t i r - - i -	3160
8634	Tacana	root	e-d’au	e-d’au	ɽ a u	None	5626		ɽ a u	3162
9192	Tsimane	root	mubiri, ribin	mubiri	m ɨ b i r i	None	4253		m ɨ + b i r i	3163
9193	Tsimane	root	mubiri, ribin	ribin	r i b i n	None	1526		- - r i b i n	3158
9794	Chacobo	root	tapono	tapono	t a p o n o	None	5899		t a ( - - ) + p o n o	3158
10191	Araona	root	tsája	tsája	ts á/a h a	None	3826		ts á/a - - + h a	3159
10272	Kaxarari	root	tʃipɯˈnɯ	tʃipɯˈnɯ	tʃ i p ɯ n ɯ	None	5947		tʃ ( - ) i + p ɯ n ɯ	3158
294	EseEjja	rope	xono	xono	x o n o	None	5632		x o n o	3170
781	HuarayoEseEjja	rope	ato	ato	a t o	None	5629		- a t o	3166
782	HuarayoEseEjja	rope	xono	xono	x o n o	None	5632		x o n o	3170
1205	Cashibo	rope	nisi	nisi	n i s i	None	5628		n i - s i	3165
1642	Catuquina	rope	ṣ̌oka rɨsβi	ṣ̌oka rɨsβi	tʃ o k a r ɨ s β i	None	5629		tʃ o k a + r ɨ s β i	3167
2186	ShipiboConibo	rope	risβi	risβi	r i s β i	None	5630		r i s β i	3167
2777	Yaminahua	rope	niši	niši	n i ʃ i	None	5628		n i - ʃ i	3165
3241	Amahuaca	rope	nínxo, nishí	nínxo	n í/i n ʂ o	None	5628		n í/i n ʂ o	3165
3242	Amahuaca	rope	nínxo, nishí	nishí	n i ʃ í/i	None	5628		n i - ʃ í/i	3165
3957	Capanahua	rope	risbí, nishi	risbí	r i s β i	None	5630		r i s β i	3167
3958	Capanahua	rope	risbí, nishi	nishi	n i ʃ i	None	5628		n i - ʃ i	3165
4799	Moseten	rope	tĩ'dʸeʔ	tĩ'dʸeʔ	t ĩ dʲ e.ʔ	None	5635		t ĩ + dʲ e.ʔ	3173
4800	Movima	rope	ɗaβul-čo-ɗi	ɗaβul-čo-ɗi	ɗ a β u l tʃ o ɗ i	None	5636		ɗ a β u l + tʃ o + ɗ i	3174
5393	Matses	rope	bucu	bucu	b u k u	None	1583		b u k u	3172
6044	Sharanahua	rope	rusfi	rusfi	r ɨ s β i	None	5630		r ɨ s β i	3167
6454	Kakataibo	rope	nisi	nisi	n i s i	None	5628		n i - s i	3165
6873	Isconahua	rope	mariti	mariti	m a ɾ i t i	None	5633		m a ɾ i t i	3171
7562	Chipaya	rope	quch	quch	q u tʃ	None	5631		q u tʃ	3169
8397	Cavinena	rope	tisu	tisu	t i s u	None	1584		t i s u	3168
8777	Tacana	rope	reijiji	reijiji	ɾ e i h i h i	None	5637		ɾ e i h i h i	3175
9328	Tsimane	rope	tídye’	tídye’	t ī dʲ e.ʔ	None	5635		t ī + dʲ e.ʔ	3173
9692	Chacobo	rope	nishi	nishi	n i ʃ i	None	5628		n i - ʃ i	3165
9903	Araona	rope	bado	bado	b a d o	None	5629		b a d o	3166
230	EseEjja	rotten	-ʔiwi	-ʔiwi	ʔ i w i	None	1248		ʔ i w i	3179
231	EseEjja	rotten	-tai	-tai	t a i	None	5646		t a i	3182
729	HuarayoEseEjja	rotten	kia-ʔiwi	kia-ʔiwi	k i a ʔ i w i	None	1248		k i a + ʔ i w i	3179
1143	Cashibo	rotten	pisi	pisi	p i s i	None	84		p i s i	3176
1583	Catuquina	rotten	payo	payo	p a j o	None	5642		p a j o	3177
2112	ShipiboConibo	rotten	payo-ti	payo-ti	p a j o t i	None	5642		p a j o + t i	3177
2708	Yaminahua	rotten	payoko-mɨ-a	payoko-mɨ-a	p a j o k o m ɨ a	None	5645		p a j o + k o + m ɨ + a	3177
3436	Amahuaca	rotten	pítzihá, páyo	pítzihá	p í/i ts i ʔ á/a	None	5640		p í/i ts i + ʔ á/a	3176
3437	Amahuaca	rotten	pítzihá, páyo	páyo	p á/a j o	None	5642		p á/a j o	3177
3880	Capanahua	rotten	pisi, payo	pisi	p i s i	None	84		p i s i	3176
3881	Capanahua	rotten	pisi, payo	payo	p a j o	None	5642		p a j o	3177
4801	Moseten	rotten	fo'koi	fo'koi	f o k o i	None	5643		f o k o + - i	3180
4802	Movima	rotten	ɗon̉-ra-ni	ɗon̉-ra-ni	ɗ o p ʔⁿ r a n i	None	5454		ɗ o p ʔⁿ + r a + n i	3181
5864	Sharanahua	rotten	paasica	paasica	p a.a s i k a	None	5641		p a.a s i + k a	3176
5865	Sharanahua	rotten	payocoa	payocoa	p a j u k u a	None	5642		p a j u + k u a	3177
6455	Kakataibo	rotten	pisi	pisi	p i s i	None	84		p i s i	3176
7507	Chipaya	rotten	phajtsa	phajtsa	pʰ a x ts a	None	1251		pʰ a x ts a	3176
8208	Cavinena	rotten	jasa	jasa	h a s a	None	5640		h a s a	3178
8683	Tacana	rotten	ihuida	ihuida	i w i d a	None	1249		- i w i + d a	3179
9082	Tsimane	rotten	focoty, tábaty	focoty	f o k o tʲ	None	5644		f o k o + tʲ	3180
9083	Tsimane	rotten	focoty, tábaty	tábaty	t ã b a tʲ	None	5649		t ã b a + tʲ	3183
9738	Chacobo	rotten	pisi	pisi	p i s i	None	84		p i s i	3176
472	EseEjja	rough	-šaʔa	-šaʔa	ʃ a ʔ a	None	3348		ʃ a ʔ a	3186
911	HuarayoEseEjja	rough	kia-šaa	kia-šaa	k i a ʃ a a	None	3339		k i a + ʃ a a	3189
1795	Catuquina	rough	šãto	šãto	ʂ ã t o	None	3347		ʂ ã t o	3186
2410	ShipiboConibo	rough	bɨṣ̌a	bɨṣ̌a	b ɨ ʂ a	None	3340		b ɨ ʂ a	3186
2411	ShipiboConibo	rough	ṣ̌aṣ̌a	ṣ̌aṣ̌a	ʂ a ʂ a	None	1318		ʂ a ʂ a	3186
2952	Yaminahua	rough	βɨṣ̌kɨ	βɨṣ̌kɨ	β ɨ ʂ k ɨ	None	3355		β ɨ ʂ k ɨ	3194
3487	Amahuaca	rough	cúrux	cúrux	k ɨ r ɨ ʂ	None	1442		k ɨ r ɨ + ʂ	3184
3948	Capanahua	rough	rashchá bi res	rashchá bi res	r a ʃ tʃ a β i r ɨ s	None	3344		r a ʃ tʃ a + β i + r ɨ s	3184
4803	Moseten	rough	šek'tač	šek'tač	ʃ e k t a tʃ	None	5654		ʃ e k t a + tʃ	3188
4804	Moseten	rough	šek'tæs	šek'tæs	ʃ e k t ə s	None	5653		ʃ e k t ə + s	3188
4805	Movima	rough	ča-puh-ni	ča-puh-ni	tʃ a p u h n i	None	3354		tʃ a + p u h + n i	3191
5394	Matses	rough	chushi	chushi	tʃ u ʃ i	None	3353		tʃ u ʃ i	3190
6456	Kakataibo	rough	nixa	nixa	n i ʂ a	None	3351		n i ʂ a	3186
6874	Isconahua	rough	marah	marah	m a ɾ a h	None	3341		m a ɾ a h	3184
7631	Chipaya	rough	trhaj-ta, zqira	trhaj-ta	ʈʂʰ a x t a	None	3350		ʈʂʰ a x + t a	3188
7632	Chipaya	rough	trhaj-ta, zqira	zqira	z q i r a	None	3343		z q i r a	3184
7890	Chacobo	rough	charish, quërëxa	charish	tʃ a r i ʃ	None	3342		tʃ a r i ʃ	3184
7891	Chacobo	rough	charish, quërëxa	quërëxa	k ɨ r ɨ ʂ a	None	1442		k ɨ r ɨ + ʂ a	3189
8401	Cavinena	rough	tseke	tseke	ts e k e	None	3349		ts e k e	3187
8531	Tacana	rough	d’aca-d’aca	d’aca-d’aca	ɽ a k a ɽ a k a	None	5655		ɽ a k a + ɽ a k a	3192
9227	Tsimane	rough	pajraty, vashtaij	pajraty	p a.h r a tʲ	None	5656		p a h r a + tʲ	3193
9228	Tsimane	rough	pajraty, vashtaij	vashtaij	ʋ a ʃ t a i.h	None	3346		ʋ a ʃ t a + i.h	3195
9871	Araona	rough	alodolodo	alodolodo	a l o d o l o d o	None	3338		- - - - a + l o d o + l o d o	3185
304	EseEjja	rub	šexahi-	šexahi-	ʃ e x a h i	None	1647		ʃ e x a + h i	3201
305	EseEjja	rub	šehaxi-	šehaxi-	ʃ e h a x i	None	1647		ʃ e h a + x i	3201
787	HuarayoEseEjja	rub	kwi-kwe	kwi-kwe	kʷ i	None	1840		kʷ i	3197
1212	Cashibo	rub	pɨča-ti	pɨča-ti	p ɨ tʃ a t i	None	5664		p ɨ tʃ a + t i	3199
1649	Catuquina	rub	toško-	toško-	t o ʂ k o	None	5665		t o ʂ k o	3200
2197	ShipiboConibo	rub	ṣ̌ɨyoti	ṣ̌ɨyoti	ʂ ɨ j o t i	None	4997		ʂ ɨ j o + t i	3198
2786	Yaminahua	rub	rɨyo rɨyo akĩ	rɨyo rɨyo akĩ	r ɨ j o r ɨ j o a k ĩ	None	1649		r ɨ j o + r ɨ j o + a k ĩ	3196
2787	Yaminahua	rub	tɨrɨ akĩ	tɨrɨ akĩ	t ɨ r ɨ a k ĩ	None	5661		t ɨ r ɨ + a k ĩ	3196
3366	Amahuaca	rub	túruquín, xáxaquín	túruquín	t ɨ r ɨ	None	5660		t ɨ r ɨ	3196
3367	Amahuaca	rub	túruquín, xáxaquín	xáxaquín	ʂ á/a ʂ a	None	1318		ʂ á/a ʂ a	3201
4027	Capanahua	rub	teyoquin, rahsoquin	teyoquin	t ɨ j o	None	5410		t ɨ j o	3198
4028	Capanahua	rub	teyoquin, rahsoquin	rahsoquin	r a.ʔ s o	None	5670		r a ʔ s o	3201
4806	Movima	rub	hus-na	hus-na	h u s n a	None	5669		h u s + n a	3203
5866	Sharanahua	rub	turuaqui	turuaqui	t ɨ r ɨ a k i	None	5662		t ɨ r ɨ + a k i	3196
6457	Kakataibo	rub	shi	shi	ʃ i	None	128		ʃ i	3201
6458	Kakataibo	rub	rëka	rëka	ɾ ɨ k a	None	1650		ɾ ɨ k a	3196
7412	Chipaya	rub	jwit-z	jwit-z	χʷ i t	None	5668		χʷ i t	3202
8389	Cavinena	rub	tedi	tedi	t e d i	None	5660		t e d i	3199
9785	Chacobo	rub	sinohaina	sinohaina	s i n o	None	5666		s i n o	3201
9959	Araona	rub	cuiji	cuiji	kʷ i h i	None	5659		kʷ i h i	3197
336	EseEjja	run	kʷahi-kʷahi-	kʷahi-kʷahi-	kʷ a h i kʷ a h i	None	3425		kʷ a h i + kʷ a h i	3204
337	EseEjja	run	kiakʷehipaši	kiakʷehipaši	k i a kʷ e h i p a ʃ i	None	5676		k i a + kʷ e h i + p a ʃ i	3204
811	HuarayoEseEjja	run	kwahi-kwahi-kwe	kwahi-kwahi-kwe	kʷ a h i kʷ a h i	None	3425		kʷ a h i + kʷ a h i	3204
1237	Cashibo	run	a'βa-ti	a'βa-ti	a β a t i	None	5675		a β a + t i	3207
1675	Catuquina	run	kaya-	kaya-	k a j a	None	1858		k a j a	3208
2233	ShipiboConibo	run	išto-ti	išto-ti	i ʃ t o t i	None	2604		i ʃ t o + t i	3211
2821	Yaminahua	run	ičo-kĩ	ičo-kĩ	i tʃ o k ĩ	None	1855		i tʃ o + - k ĩ	3211
3392	Amahuaca	run	páxahicáhi, niriquí	páxahicáhi	p á/a ʂ a ʔ i k á/a ʔ i	None	5673		p á/a ʂ a ʔ i + k á/a ʔ i	3204
3393	Amahuaca	run	páxahicáhi, niriquí	niriquí	n i r i k í/i	None	5680		n i r i k í/i	3214
3564	Capanahua	run	bishquihihqui, hishtohi	bishquihihqui	β i ʃ k i ʔ i.ʔ k i	None	1853		β i ʃ k i + ʔ i ʔ k i	3206
3565	Capanahua	run	bishquihihqui, hishtohi	hishtohi	ʔ i ʃ t o ʔ i	None	5674		ʔ i ʃ t o + ʔ i	3211
4807	Moseten	run	pi'ki	pi'ki	p i k i	None	5678		p i k i	3212
4808	Movima	run	hayi	hayi	h a j i	None	1833		h a j i	3213
5395	Matses	run	titinque	titinque	t i t i n k e	None	5677		t i t i n + k e	3211
5867	Sharanahua	run	ichoi	ichoi	i tʃ u.i	None	1854		i tʃ u.i	3211
6459	Kakataibo	run	abati	abati	a β̞ a t i	None	5675		a β̞ a + t i	3207
6875	Isconahua	run	choroin	choroin	tʃ o ɾ o i n	None	2929		tʃ o ɾ o i n	3210
7703	Chipaya	run	zat-z	zat-z	z a t	None	2802		z a t	3209
8399	Cavinena	run	tsajaja	tsajaja	ts a h a h a	None	1857		ts a h a h a	3204
8709	Tacana	run	jududu	jududu	h u d u d u	None	1856		h u d u d u	3205
9249	Tsimane	run	p̂iqui	p̂iqui	pʰ i k i	None	5678		pʰ i k i	3212
9585	Chacobo	run	jabahaina	jabahaina	h a β a	None	3786		h a β a	3207
10076	Araona	run	jododo	jododo	h o d o d o	None	1856		h o d o d o	3205
1160	Cashibo	salt	taši	taši	t a ʃ i	None	5683		t a ʃ i	3215
1161	Cashibo	salt	ta'šĩ-ti	ta'šĩ-ti	t a ʃ ĩ t i	None	5684		t a ʃ ĩ + t i	3215
1599	Catuquina	salt	sao	sao	s a o	None	5687		s a - o	3216
2136	ShipiboConibo	salt	taši	taši	t a ʃ i	None	5683		t a ʃ i	3215
2728	Yaminahua	salt	taši	taši	t a ʃ i	None	5683		t a ʃ i	3215
3283	Amahuaca	salt	tashí	tashí	t a ʃ í/i	None	5683		t a ʃ í/i	3215
4002	Capanahua	salt	tashi	tashi	t a ʃ i	None	5683		t a ʃ i	3215
4809	Moseten	salt	hii'ko	hii'ko	h ii k o	None	5691		h ii k o	3219
4810	Movima	salt	ɗoyon̉	ɗoyon̉	ɗ o j o p ʔⁿ	None	5692		ɗ o j o p ʔⁿ	3220
5396	Matses	salt	sa	sa	s a	None	5687		s a - -	3216
5868	Sharanahua	salt	sao	sao	s a u	None	5687		s a - u	3216
6460	Kakataibo	salt	tashi	tashi	t a ʃ i	None	5683		t a ʃ i	3215
6876	Isconahua	salt	sari	sari	s a ɾ i	None	5687		s a ɾ i	3216
7691	Chipaya	salt	yaku	yaku	j a k u	None	5690		j a k u	3219
8095	Cavinena	salt	banu	banu	b a n u	None	5688		b a n u	3217
8480	Tacana	salt	banu	banu	b a n u	None	5688		b a n u	3217
9147	Tsimane	salt	jicoj	jicoj	h i k o.h	None	5691		h i k o h	3219
9543	Chacobo	salt	chopara	chopara	tʃ o p a r a	None	5689		tʃ o p a r a	3218
3	EseEjja	sand	meši-hahi	meši-hahi	m e ʃ i h a h i	None	2933		m e ʃ i + h a h i	3222
564	HuarayoEseEjja	sand	meši hahi	meši hahi	m e ʃ i h a h i	None	2933		m e ʃ i + h a h i	3222
962	Cashibo	sand	masi	masi	m a s i	None	2932		m a s i	3222
1400	Catuquina	sand	mači	mači	m a ʃ i	None	2932		m a ʃ i	3222
1862	ShipiboConibo	sand	ma-ši	ma-ši	m a ʃ i	None	2932		m a ʃ i	3222
2512	Yaminahua	sand	maši	maši	m a ʃ i	None	2932		m a ʃ i	3222
3117	Amahuaca	sand	míshpopán	míshpopán	m í/i ʃ p o p á/a n	None	3841		m í/i ʃ p o + p á/a n	3221
3758	Capanahua	sand	mashi	mashi	m a ʃ i	None	2932		m a ʃ i	3222
4811	Moseten	sand	ha'maiɲ	ha'maiɲ	h a m ai ɲ	None	5695		h a m ai ɲ	3224
4812	Movima	sand	wiʔwis	wiʔwis	w i ʔ w i s	None	5698		w i ʔ w i s	3225
5397	Matses	sand	masi	masi	m a s i	None	2932		m a s i	3222
5869	Sharanahua	sand	mainfin	mainfin	m ai n β i n	None	5695		- - m ai n + β i n	3224
5870	Sharanahua	sand	unu main	unu main	ɨ n ɨ m ai n	None	2850		- ɨ n ɨ + - - m ai n	3224
6461	Kakataibo	sand	masi	masi	m a s i	None	2932		m a s i	3222
6877	Isconahua	sand	mashi	mashi	m a ʃ i	None	2932		m a ʃ i	3222
7510	Chipaya	sand	phila, tsayi	phila	pʰ i l a	None	5696		pʰ i l a	3223
7511	Chipaya	sand	phila, tsayi	tsayi	ts a j i	None	5699		ts a j i	3222
8712	Tacana	sand	jutu-jutu	jutu-jutu	h u t u h u t u	None	5697		h u t u + h u t u	3226
9109	Tsimane	sand	jaman	jaman	h a m a n	None	5695		h a m a n	3224
9646	Chacobo	sand	mashënë	mashënë	m a ʃ ɨ n ɨ	None	2932		m a ʃ ɨ + - - n ɨ	3222
10108	Araona	sand	mezizo	mezizo	m e ɽ i ɽ o	None	5694		m e ɽ i ɽ o	3222
10273	Kaxarari	sand	hɨnɨmaˈʃi	hɨnɨmaˈʃi	h ɨ n ɨ m a ʃ i	None	2847		h ɨ n ɨ + m a ʃ i	3222
538	EseEjja	say	po-a-	po-a-	p o a	None	5711		p o + a	3233
539	EseEjja	say	a-ka-	a-ka-	a k a	None	3276		a + k a	3229
949	HuarayoEseEjja	say	a-kwe	a-kwe	a	None	3276		a	3228
1375	Cashibo	say	ka-ti	ka-ti	k a t i	None	696		k a + t i	3229
1838	Catuquina	say	i-	i-	i	None	4384		- i	3230
2478	ShipiboConibo	say	ati	ati	a t i	None	1504		a t i	3229
2479	ShipiboConibo	say	iti	iti	i t i	None	1334		i t i	3229
