ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	AUTOCOGID
3637	Capanahua	true	coin, quiquin	quiquin	k i	None	3113	4115
5013	Moseten	true	rõih'c̷is	rõih'c̷is	r õ i h ts i s	None	621	4122
5014	Movima	true	čon-lomah	čon-lomah	tʃ o n l o m a h	None	3111	4123
5970	Sharanahua	true	icon	icon	i k u.n	None	3115	4115
5971	Sharanahua	true	mutsa	mutsa	m ɨ ts a	None	622	4127
7006	Kakataibo	true	asérabi	asérabi	a s e ɾ a β̞ i	None	614	4117
7068	Matses	true	abimbo	abimbo	a b i m b o	None	619	4121
7602	Chipaya	true	suti	suti	s u t i	None	3108	4116
8664	Tacana	true	e-ni	e-ni	n i	None	618	4124
8936	Tsimane	true	anic, rúij	anic	a n i k	None	3116	4125
8937	Tsimane	true	anic, rúij	rúij	r ɨ̃ i h	None	620	4122
9606	Chacobo	true	jabija ca	jabija ca	h a β i h a k a	None	0	4119
9865	Araona	true	-cata	-cata	k a t a	None	613	4116
318	EseEjja	turn around	poeoʔoya-	poeoʔoya-	p o e o ʔ o j a	None	3607	4134
1224	Cashibo	turn around	maia-ti	maia-ti	m a j a t i	None	0	4130
1661	Catuquina	turn around	pirõ	pirõ	p i r õ	None	1534	4131
2217	ShipiboConibo	turn around	rãβɨti	rãβɨti	r ã β ɨ t i	None	0	4129
2809	Yaminahua	turn around	βɨso-kĩ	βɨso-kĩ	β ɨ s o k ĩ	None	1473	4137
2810	Yaminahua	turn around	βɨso-akɨ-kaβa-kĩ	βɨso-akɨ-kaβa-kĩ	β ɨ s o a k ɨ k a β a k ĩ	None	1474	4137
4114	Capanahua	turn around	rabeti	rabeti	r a β ɨ t i	None	0	4129
5015	Movima	turn around	ɗa-pil-na	ɗa-pil-na	ɗ a p i l n a	None	624	4136
5571	Matses	turn around	bidiac	bidiac	b i d i a k	None	625	4135
5572	Matses	turn around	bincun	bincun	b i n k u n	None	629	4131
6071	Sharanahua	turn around	curafucui	curafucui	k ɨ r a β ɨ k ɨ i	None	1535	4129
6072	Sharanahua	turn around	curafumui	curafumui	k ɨ r a β ɨ m ɨ i	None	1535	4129
6579	Kakataibo	turn around	napëranti	napëranti	n a p ɨ ɾ a n t i	None	0	4131
6580	Kakataibo	turn around	pënkëti	pënkëti	p ɨ n k ɨ t i	None	1536	4131
7253	Chipaya	turn around	qep-z	qep-z	q e p	None	1712	4133
8705	Tacana	turn around	ja-barerea-ti	ja-barerea-ti	h a b a ɾ e ɾ e a t i	None	5211	4128
9515	Chacobo	turn around	bopinahaina	bopinahaina	β o p i n a	None	3596	4132
9926	Araona	turn around	balelea	balelea	b a l e l e a	None	5211	4128
122	EseEjja	turtle	šapoxene	šapoxene	ʃ a p o x e n e	None	638	4140
123	EseEjja	turtle	ɗaki-ai	ɗaki-ai	ɗ a k i a i	None	1267	4139
650	HuarayoEseEjja	turtle	dati	dati	d a t i	None	1266	4139
1052	Cashibo	turtle	ṣ̌aɨ	ṣ̌aɨ	ʂ a ɨ	None	633	4138
1489	Catuquina	turtle	tãko	tãko	t ã k o	None	3723	4139
1979	ShipiboConibo	turtle	ṣ̌awɨ	ṣ̌awɨ	ʂ a w ɨ	None	633	4138
2609	Yaminahua	turtle	ṣ̌aβɨ	ṣ̌aβɨ	ʂ a β ɨ	None	633	4138
2610	Yaminahua	turtle	nɨsa	nɨsa	n ɨ s a	None	637	4138
2611	Yaminahua	turtle	kimi	kimi	k i m i	None	641	4145
2612	Yaminahua	turtle	nɨṣ̌o	nɨṣ̌o	n ɨ ʂ o	None	637	4138
3045	Amahuaca	turtle	xaú	xaú	ʂ a ɨ	None	633	4138
3753	Capanahua	turtle	manan xahue	manan xahue	m a n a n ʂ a w ɨ	None	636	4138
5016	Moseten	turtle	me'meʔ	me'meʔ	m e m e.ʔ	None	640	4143
5017	Moseten	turtle	kih'bo	kih'bo	k i h b o	None	642	4146
5018	Movima	turtle	sono	sono	s o n o	None	3728	4144
6073	Sharanahua	turtle	quinmin	quinmin	k i n m i n	None	641	4145
6581	Kakataibo	turtle	xaë	xaë	ʂ a ɨ	None	633	4138
6967	Isconahua	turtle	kabori	kabori	k a β o ɾ i	None	639	4141
7129	Matses	turtle	seta	seta	s e t a	None	3730	4142
8143	Cavinena	turtle	dati	dati	d a t i	None	1266	4139
8560	Tacana	turtle	dati	dati	d a t i	None	1266	4139
9701	Chacobo	turtle	nëxo	nëxo	n ɨ ʂ o	None	637	4138
9981	Araona	turtle	dati	dati	d a t i	None	1266	4139
421	EseEjja	two	ɓeka	ɓeka	ɓ e k a	None	1147	4148
872	HuarayoEseEjja	two	biawe	biawe	b i a w e	None	652	4151
873	HuarayoEseEjja	two	beka	beka	b e k a	None	1147	4148
1297	Cashibo	two	ra'βɨ	ra'βɨ	r a β ɨ	None	1127	4147
1749	Catuquina	two	nɨska-βɨkoĩ	nɨska-βɨkoĩ	n ɨ s k a β ɨ k o ĩ	None	496	4149
2338	ShipiboConibo	two	ra-βɨ	ra-βɨ	r a β ɨ	None	1127	4147
2902	Yaminahua	two	rãβɨ	rãβɨ	r ã β ɨ	None	1127	4147
3392	Amahuaca	two	rávután	rávután	r á/a β ɨ t á/a n	None	1129	4147
3947	Capanahua	two	rabe	rabe	r a β ɨ	None	1127	4147
5495	Matses	two	daëd	daëd	d a ɨ d	None	647	4147
5972	Sharanahua	two	rafu	rafu	r a β ɨ	None	1127	4147
6582	Kakataibo	two	rabë́	rabë́	ɾ a β̞ ɨ	None	1127	4147
6968	Isconahua	two	narabe	narabe	n a ɾ a β ɨ	None	2160	4147
7251	Chipaya	two	pizk(a)	pizk	p i z k	None	2161	4150
8118	Cavinena	two	beta	beta	b e t a	None	1147	4148
8507	Tacana	two	beta	beta	b e t a	None	1147	4148
9250	Tsimane	two	pärä’	pärä’	p ə r ə.ʔ	None	653	4152
9775	Chacobo	two	rabë	rabë	r a β ɨ	None	1127	4147
9943	Araona	two	betacata	betacata	b e t a k a t a	None	1149	4148
10332	Kaxarari	two	tʃabɨta	tʃabɨta	tʃ a b ɨ t a	None	1130	4147
729	HuarayoEseEjja	unripe	hawa-ʔaxa	hawa-ʔaxa	h a w a ʔ a x a	None	659	4157
1142	Cashibo	unripe	paṣ̌a	paṣ̌a	p a ʂ a	None	4962	4155
1143	Cashibo	unripe	ṣ̌oo	ṣ̌oo	ʂ oo	None	659	4156
1583	Catuquina	unripe	šoʔo	šoʔo	ʂ o ʔ o	None	661	4156
2114	ShipiboConibo	unripe	paṣ̌a	paṣ̌a	p a ʂ a	None	4962	4155
2115	ShipiboConibo	unripe	ṣ̌oo	ṣ̌oo	ʂ oo	None	659	4156
2713	Yaminahua	unripe	ṣ̌oonã	ṣ̌oonã	ʂ oo n ã	None	660	4156
3859	Capanahua	unripe	paxahi	paxahi	p a ʂ a ʔ i	None	4962	4155
4522	Moseten	unripe	ho'hoi	ho'hoi	h o h oi	None	659	4156
4523	Movima	unripe	mol-ra	mol-ra	m o l r a	None	4967	4158
5496	Matses	unripe	ʂu	ʂu	ʂ u	None	659	4156
5749	Sharanahua	unripe	raonan	raonan	r a u n a n	None	662	4156
5750	Sharanahua	unripe	sho	sho	ʃ u	None	659	4156
6583	Kakataibo	unripe	xu	xu	ʂ ɯ	None	659	4156
6969	Isconahua	unripe	ho	ho	h o	None	659	4156
7065	Amahuaca	unripe	macó	macó	m a k ó/o	None	658	4153
8663	Tacana	unripe	e-nana	e-nana	n a n a	None	5138	4156
9180	Tsimane	unripe	jojoi’	jojoi’	h o h oi.ʔ	None	659	4156
10231	Araona	unripe	zóhuihui	zóhuihui	ɽ o w i w i	None	659	4154
294	EseEjja	untie	pišo-	pišo-	p i ʃ o	None	668	4160
781	HuarayoEseEjja	untie	pičo-kwe	pičo-kwe	p i tʃ o	None	668	4160
1205	Cashibo	untie	tuβu-ti	tuβu-ti	t u β u t i	None	0	4161
1642	Catuquina	untie	pɨka-	pɨka-	p ɨ k a	None	668	4159
2189	ShipiboConibo	untie	čoro-ti	čoro-ti	tʃ o r o t i	None	0	4161
2782	Yaminahua	untie	pɨka-kĩ	pɨka-kĩ	p ɨ k a k ĩ	None	0	4159
3085	Amahuaca	untie	púcaquín	púcaquín	p ɨ k a	None	668	4159
3866	Capanahua	untie	pecaquin, mexninquin	pecaquin	p ɨ k a	None	668	4159
3867	Capanahua	untie	pecaquin, mexninquin	mexninquin	m ɨ ʂ n i n	None	672	4167
5021	Moseten	untie	da'heʔ	da'heʔ	d a h e.ʔ	None	670	4164
5022	Movima	untie	mata-ɬe	mata-ɬe	m a t a ɬ e	None	1429	4165
5973	Sharanahua	untie	nasai	nasai	n a s a i	None	873	4166
5974	Sharanahua	untie	pucai	pucai	p ɨ k a.i	None	668	4159
6584	Kakataibo	untie	churuti	churuti	tʃ ɯ ɾ ɯ t i	None	0	4161
7428	Chipaya	untie	jwer-z, chhoq-z	jwer-z	χʷ e r	None	1428	4163
7429	Chipaya	untie	jwer-z, chhoq-z	chhoq-z	tʃʰ o q	None	1426	4168
7878	Tacana	untie	pidhu	pidhu	p i ð u	None	668	4160
8371	Cavinena	untie	pisu	pisu	p i s u	None	668	4160
9060	Tsimane	untie	dajjeyaqui, shurjeyaqui	dajjeyaqui	d a h	None	670	4164
9061	Tsimane	untie	dajjeyaqui, shurjeyaqui	shurjeyaqui	ʃ ɨ r	None	1428	4163
9677	Chacobo	untie	mëris-haina	mëris-haina	m ɨ r i s	None	671	4162
10156	Araona	untie	piso	piso	p i s o	None	668	4160
374	EseEjja	up	ɓiakʷa	ɓiakʷa	ɓ ia kʷ a	None	677	4170
375	EseEjja	up	eyaho	eyaho	j a h o	None	3552	4176
836	HuarayoEseEjja	up	bia-kwa	bia-kwa	b ia kʷ a	None	677	4170
837	HuarayoEseEjja	up	eya-wasi-xe	eya-wasi-xe	j a w a s i	None	3553	4177
1266	Cashibo	up	ma'nã	ma'nã	m a n ã	None	674	4169
1710	Catuquina	up	mana-ʔori	mana-ʔori	m a n a ʔ o r i	None	675	4169
1711	Catuquina	up	maṣ̌i	maṣ̌i	m a tʃ i	None	1855	4175
2286	ShipiboConibo	up	βočiki	βočiki	β o tʃ i k i	None	679	4171
2287	ShipiboConibo	up	manaõ	manaõ	m a n a õ	None	676	4169
2861	Yaminahua	up	βo-mã-kia	βo-mã-kia	β o m ã k i a	None	680	4171
2862	Yaminahua	up	a mãnã-ori	a mãnã-ori	a m ã n ã o r i	None	291	4169
3417	Amahuaca	up	mánanhó	mánanhó	m á/a n a n ʔ ó/o	None	675	4169
3574	Capanahua	up	bochiqui, machi	bochiqui	β o tʃ i k i	None	679	4171
3575	Capanahua	up	bochiqui, machi	machi	m a tʃ i	None	1855	4175
5023	Moseten	up	čeʔe'we	čeʔe'we	tʃ e.ʔ e w e	None	135	4173
5024	Movima	up	ariwa	ariwa	a r i w a	None	1853	4174
5497	Matses	up	abuc	abuc	a b u k	None	1727	4172
5975	Sharanahua	up	amanaonri	amanaonri	a m a n a u n r i	None	291	4169
6103	Sharanahua	up	acamaqui	acamaqui	a k a m a k i	None	290	4171
6585	Kakataibo	up	kamána	kamána	k a m a n a	None	1854	4169
6586	Kakataibo	up	manan	manan	m a n a n	None	674	4169
6970	Isconahua	up	manao	manao	m a n a o	None	676	4169
7666	Chipaya	up	tseku	tseku	ts e k u	None	1860	4170
8650	Tacana	up	e-baque	e-baque	b a k e	None	678	4170
9002	Tsimane	up	che’	che’	tʃ e.ʔ	None	134	4173
9660	Chacobo	up	mana	mana	m a n a	None	674	4169
9920	Araona	up	bacueo	bacueo	b a kʷ eo	None	678	4170
170	EseEjja	upper leg (thigh)	e-kise	e-kise	k i s e	None	5303	4178
683	HuarayoEseEjja	upper leg (thigh)	e-kise	e-kise	k i s e	None	5303	4178
1091	Cashibo	upper leg (thigh)	kisi	kisi	k i s i	None	5303	4178
1529	Catuquina	upper leg (thigh)	kiči	kiči	k i ʃ i	None	5303	4178
2040	ShipiboConibo	upper leg (thigh)	kiši	kiši	k i ʃ i	None	5303	4178
2652	Yaminahua	upper leg (thigh)	kiši	kiši	k i ʃ i	None	5303	4178
3092	Amahuaca	upper leg (thigh)	quishí	quishí	k i ʃ í/i	None	5303	4178
4983	Moseten	upper leg (thigh)	'xœɲœk	'xœɲœk	x ɨ ɲ ɨ k	None	64	4180
4984	Movima	upper leg (thigh)	ɗino-kʷa	ɗino-kʷa	ɗ i n o kʷ a	None	686	4181
5498	Matses	upper leg (thigh)	cuischipa	cuischipa	kʷ i s tʃ i p a	None	5373	4178
5499	Matses	upper leg (thigh)	bëusudquid	bëusudquid	b ɨ u s u d k i d	None	1879	4184
5976	Sharanahua	upper leg (thigh)	quishi taston	quishi taston	k i ʃ i t a s t u n	None	5304	4178
7587	Chipaya	upper leg (thigh)	qumi	qumi	q u m i	None	683	4178
8637	Tacana	upper leg (thigh)	e-tidada	e-tidada	t i d a d a	None	5356	4182
9391	Tsimane	upper leg (thigh)	tyuijmui’, jänäc	tyuijmui’	tʲ ɨ i h m ɨ i.ʔ	None	5351	4183
9392	Tsimane	upper leg (thigh)	tyuijmui’, jänäc	jänäc	h ə n ə k	None	685	4180
10088	Araona	upper leg (thigh)	jetsi	jetsi	h e ts i	None	684	4179
10304	Kaxarari	upper leg (thigh)	kiˈʃi	kiˈʃi	k i ʃ i	None	5303	4178
3473	Amahuaca	vagina	chispí	chispí	tʃ i ʂ p í/i	None	689	4185
7142	Matses	vagina	tsien ʂëcuë	tsien ʂëcuë	ts i e n ʂ ɨ kʷ ɨ	None	691	4188
7151	Sharanahua	vagina	chishpi	chishpi	tʃ i ʃ p i	None	689	4185
7786	Isconahua	vagina	mashpi	mashpi	m a ʃ p i	None	2471	4185
7937	Chacobo	vagina	piaxë, tsacaxë	piaxë	p i a ʂ ɨ	None	690	4187
7938	Chacobo	vagina	piaxë, tsacaxë	tsacaxë	ts a k a ʂ ɨ	None	2544	4190
7995	Araona	vagina	jótsecua	jótsecua	h o ts e kʷ a	None	2544	4186
9368	Tsimane	vagina	tsic	tsic	ts i k	None	2544	4189
197	EseEjja	vomit	ɓowi-	ɓowi-	ɓ o w i	None	694	4195
702	HuarayoEseEjja	vomit	boii-kwe	boii-kwe	b o j i	None	694	4195
1107	Cashibo	vomit	a'na-ti	a'na-ti	a n a t i	None	753	4191
1550	Catuquina	vomit	hanãni i-	hanãni i-	h a n ã n i	None	753	4191
2074	ShipiboConibo	vomit	kinã-ti	kinã-ti	k i n ã t i	None	0	4191
2677	Yaminahua	vomit	anã-kĩ	anã-kĩ	a n ã k ĩ	None	753	4191
2678	Yaminahua	vomit	anãpakɨ-kĩ	anãpakɨ-kĩ	a n ã p a k ɨ k ĩ	None	754	4191
3291	Amahuaca	vomit	jánanquín	jánanquín	h á/a n a n	None	753	4191
3941	Capanahua	vomit	quinani, janani	quinani	k i n a n i	None	693	4191
3942	Capanahua	vomit	quinani, janani	janani	h a n a n i	None	753	4191
5027	Moseten	vomit	'čai	'čai	tʃ a i	None	695	4197
5028	Movima	vomit	lel-kʷa	lel-kʷa	l e l kʷ a	None	700	4198
5500	Matses	vomit	siabud	siabud	s i a b u d	None	1588	4196
5501	Matses	vomit	ucbud	ucbud	u k b u d	None	699	4196
5977	Sharanahua	vomit	anain	anain	a n a i n	None	753	4191
6587	Kakataibo	vomit	kinanti	kinanti	k i n a n t i	None	0	4191
6971	Isconahua	vomit	anan	anan	a n a n	None	753	4191
7423	Chipaya	vomit	jot-z	jot-z	x o t	None	697	4194
8267	Cavinena	vomit	kadakati	kadakati	k a d a k a t i	None	696	4193
8499	Tacana	vomit	batasiu, puti-puti	batasiu	b a t a s i u	None	759	4192
8500	Tacana	vomit	batasiu, puti-puti	puti-puti	p u t i p u t i	None	748	4200
9088	Tsimane	vomit	e’jeyaqui	e’jeyaqui	e ʔ	None	701	4199
9617	Chacobo	vomit	janahaina	janahaina	h a n a	None	753	4191
9932	Araona	vomit	bataiyo	bataiyo	b a t a i j o	None	758	4192
92	EseEjja	vulture	ɓeʔo	ɓeʔo	ɓ e ʔ o	None	706	4203
93	EseEjja	vulture	ɓaɓaʔai	ɓaɓaʔai	ɓ a ɓ a ʔ a i	None	706	4208
629	HuarayoEseEjja	vulture	ba'bo sewawa	ba'bo sewawa	b a b o s e w a w a	None	707	4204
1025	Cashibo	vulture	ṣ̌ɨtɨ	ṣ̌ɨtɨ	ʂ ɨ t ɨ	None	704	4201
1468	Catuquina	vulture	šɨtɨ	šɨtɨ	ʂ ɨ t ɨ	None	704	4201
1952	ShipiboConibo	vulture	ṣ̌ɨtɨ	ṣ̌ɨtɨ	ʂ ɨ t ɨ	None	704	4201
2585	Yaminahua	vulture	išpi	išpi	i ʃ p i	None	3410	4206
3658	Capanahua	vulture	hishmin	hishmin	ʔ i ʃ m i n	None	705	4202
5029	Moseten	vulture	ši'ʔe	ši'ʔe	ʃ i.ʔ e	None	704	4201
5030	Movima	vulture	tuspaʔa	tuspaʔa	t u s p a ʔ a	None	706	4206
5502	Matses	vulture	puicon	puicon	p u i k o n	None	708	4205
5503	Matses	vulture	ʂëtë	ʂëtë	ʂ ɨ t ɨ	None	704	4201
7000	Kakataibo	vulture	'imin, 'ishmin	'imin	ʔ i m i n	None	705	4202
7001	Kakataibo	vulture	'imin, 'ishmin	'ishmin	ʔ i ʃ m i n	None	705	4202
8222	Cavinena	vulture	jamani	jamani	h a m a n i	None	3414	4202
8808	Tacana	vulture	samani	samani	s a m a n i	None	3414	4202
8996	Tsimane	vulture	cayei’, curuj	cayei’	k a j e i.ʔ	None	709	4207
8997	Tsimane	vulture	cayei’, curuj	curuj	k ɨ r ɨ h	None	709	4209
10172	Araona	vulture	shoatai	shoatai	ʃ oa t ai	None	704	4201
4086	Capanahua	vulva	xebi	xebi	ʂ ɨ β i	None	711	4210
7140	Matses	vulva	tsiben	tsiben	ts i b e n	None	399	4210
7193	Sharanahua	vulva	shufi	shufi	ʃ ɨ β i	None	711	4210
7249	Chipaya	vulva	pichi	pichi	p i tʃ i	None	712	4211
7854	Tacana	vulva	eidha detse	eidha detse	i ð a d e ts e	None	715	4212
3416	Amahuaca	wait (for)	mánanquín	mánanquín	m á/a n a.n	None	716	4213
3754	Capanahua	wait (for)	manati, manaquin	manaquin	m a n a	None	716	4213
7082	Matses	wait (for)	cain	cain	k a i n	None	718	4215
7172	Sharanahua	wait (for)	manai	manai	m a n a i	None	0	4213
7267	Chipaya	wait (for)	thew-z	thew-z	tʰ e w	None	2491	4214
7784	Isconahua	wait (for)	mana	mana	m a n a	None	716	4213
7863	Tacana	wait (for)	id’ua	id’ua	i ɽ u a	None	717	4216
7925	Chacobo	wait (for)	manahaina	manahaina	m a n a	None	716	4213
7972	Araona	wait (for)	dehua	dehua	d e w a	None	750	4214
8206	Cavinena	wait (for)	iwa	iwa	i w a	None	717	4214
8916	Kakataibo	wait (for)	kainti	kainti	k a i n t i	None	0	4215
8966	Tsimane	wait (for)	bisaqui	bisaqui	b i s	None	719	4217
10326	Kaxarari	wait (for)	mɐlɐˈhi	mɐlɐˈhi	m ɐ l ɐ h i	None	716	4213
204	EseEjja	wake up	šeki-	šeki-	ʃ e k i	None	341	4224
1114	Cashibo	wake up	βɨ'sun-ti	βɨ'sun-ti	β ɨ s u n t i	None	721	4218
1556	Catuquina	wake up	βɨso-	βɨso-	β ɨ s o	None	721	4218
2081	ShipiboConibo	wake up	hištɨ̃hati	hištɨ̃hati	h i ʃ t ɨ̃ h a t i	None	0	4225
2082	ShipiboConibo	wake up	ratɨti	ratɨti	r a t ɨ t i	None	3096	4229
2684	Yaminahua	wake up	moi kĩ	moi kĩ	m o i k ĩ	None	905	4220
3420	Amahuaca	wake up	vúzohí	vúzohí	β ɨ s o	None	721	4218
3795	Capanahua	wake up	mohiti	mohiti	m o ʔ i t i	None	905	4220
5031	Moseten	wake up	'c̷aʔi	'c̷aʔi	ts a.ʔ i	None	729	4226
5032	Movima	wake up	tama-ye	tama-ye	t a m a j e	None	902	4227
5504	Matses	wake up	tin	tin	t i n	None	687	4225
5505	Matses	wake up	isucun	isucun	i s u k u n	None	900	4224
5978	Sharanahua	wake up	moi	moi	m u i	None	905	4220
6588	Kakataibo	wake up	bësuti	bësuti	β̞ ɨ s ɯ t i	None	721	4218
6972	Isconahua	wake up	isten	isten	i s t ɨ n	None	734	4225
7696	Chipaya	wake up	wath-z, zhaa-z	wath-z	w a tʰ	None	727	4223
7697	Chipaya	wake up	wath-z, zhaa-z	zhaa-z	ʐ aː	None	728	4228
8131	Cavinena	wake up	bushuisha	bushuisha	b u ʃ u i ʃ a	None	897	4221
8696	Tacana	wake up	id’e-cuina	id’e-cuina	i ɽ e kʷ i n a	None	726	4219
9407	Tsimane	wake up	vañinti	vañinti	ʋ a ɲ i n t i	None	730	4218
9493	Chacobo	wake up	bëpëquëhaina	bëpëquëhaina	β ɨ p ɨ k ɨ	None	732	4222
10064	Araona	wake up	ize	ize	i ɽ e	None	724	4219
3517	Amahuaca	wake up (someone)	vúzohí	vúzohí	β ɨ s o	None	721	4230
3794	Capanahua	wake up (someone)	mohinquin	mohinquin	m o ʔ i n	None	905	4232
7011	Kakataibo	wake up (someone)	bësunti	bësunti	β̞ ɨ s ɯ n t i	None	721	4230
7137	Matses	wake up (someone)	tin	tin	t i n	None	687	4236
7173	Sharanahua	wake up (someone)	moin	moin	m u i n	None	905	4232
7292	Chipaya	wake up (someone)	wath-z, zhaa-z	wath-z	w a tʰ	None	727	4234
7293	Chipaya	wake up (someone)	wath-z, zhaa-z	zhaa-z	ʐ aː	None	728	4238
7780	Isconahua	wake up (someone)	isten ak	isten ak	i s t ɨ n a k	None	735	4235
7862	Tacana	wake up (someone)	id’e-dia	id’e-dia	i ɽ e d i a	None	725	4231
7899	Chacobo	wake up (someone)	bëpëquëmahaina	bëpëquëmahaina	β ɨ p ɨ k ɨ m a	None	733	4233
7981	Araona	wake up (someone)	ize	ize	i ɽ e	None	724	4231
9155	Tsimane	wake up (someone)	jí’tsa’aqui, vañinjeyaqui	jí’tsa’aqui	h ī.ʔ ts a.ʔ	None	736	4237
9156	Tsimane	wake up (someone)	jí’tsa’aqui, vañinjeyaqui	vañinjeyaqui	ʋ a ɲ i n	None	730	4230
336	EseEjja	walk	heo-	heo-	h e o	None	738	4239
811	HuarayoEseEjja	walk	heo-kwe	heo-kwe	h e o	None	738	4239
1237	Cashibo	walk	niti	niti	n i t i	None	739	4240
1675	Catuquina	walk	ni-ʔa-kawã-	ni-ʔa-kawã-	n i ʔ a k a w ã	None	740	4241
2236	ShipiboConibo	walk	niti	niti	n i t i	None	739	4240
2826	Yaminahua	walk	tãɨ ka-kĩ	tãɨ ka-kĩ	t ã ɨ k a k ĩ	None	744	4247
3820	Capanahua	walk	nichi	nichi	n i tʃ i	None	741	4240
5033	Moseten	walk	fue'rih	fue'rih	f u e r i h	None	742	4244
5034	Moseten	walk	mi'ʔi	mi'ʔi	m i.ʔ i	None	0	4246
5035	Movima	walk	i-lo-ni	i-lo-ni	i l o n i	None	743	4245
5506	Matses	walk	capu	capu	k a p u	None	635	4242
5979	Sharanahua	walk	cahuani	cahuani	k a w a n i	None	3590	4241
6589	Kakataibo	walk	niti	niti	n i t i	None	739	4240
6973	Isconahua	walk	ni	ni	n i	None	739	4240
7063	Amahuaca	walk	cáhi	cáhi	k á/a ʔ i	None	3588	4239
7507	Chipaya	walk	oqh-z, sar-z	oqh-z	o qʰ	None	3609	4243
7508	Chipaya	walk	oqh-z, sar-z	sar-z	s a r	None	746	4248
8075	Cavinena	walk	aje	aje	a h e	None	1830	4239
8483	Tacana	walk	ase	ase	a s e	None	738	4239
9199	Tsimane	walk	mi’i	mi’i	m i.ʔ i	None	0	4246
9518	Chacobo	walk	cahaina	cahaina	k a	None	3588	4242
9889	Araona	walk	aje	aje	a h e	None	1830	4239
503	EseEjja	want	-sa	-sa	s a	None	752	4254
504	EseEjja	want	-ɓoti	-ɓoti	ɓ o t i	None	3100	4261
505	EseEjja	want	keahai	keahai	k e a h a i	None	3107	4262
506	EseEjja	want	kia-haiɓo	kia-haiɓo	k i a h a i ɓ o	None	756	4262
1357	Cashibo	want	kʷɨ'ɨ̃-	kʷɨ'ɨ̃-	kʷ ɨ ɨ̃	None	749	4249
1358	Cashibo	want	-kas	-kas	k a s	None	3066	4260
2447	ShipiboConibo	want	kɨɨ̃	kɨɨ̃	k ɨ ɨ̃	None	749	4249
2983	Yaminahua	want	βičipai-kĩ	βičipai-kĩ	β i tʃ i p a i k ĩ	None	4263	4259
3462	Amahuaca	want	cúunhi	cúunhi	k ɨ ɨ.n ʔ i	None	749	4249
3600	Capanahua	want	caripahichi	caripahichi	k a r i p a ʔ i tʃ i	None	3098	4251
3911	Capanahua	want	queeni, noiquin	queeni	k ɨ ɨ.n i	None	749	4249
3912	Capanahua	want	queeni, noiquin	noiquin	n o i	None	4253	4255
4359	Moseten	want	'maʔhe	'maʔhe	m a.ʔ h e	None	4261	4257
4360	Movima	want	yei-na	yei-na	j e i n a	None	0	4258
5552	Matses	want	daisid	daisid	d a.i s i d	None	755	4256
5807	Sharanahua	want	apai	apai	a p a i	None	3099	4259
6590	Kakataibo	want	kwëën	kwëën	kʷ ɨ ɨ.n	None	749	4249
6974	Isconahua	want	noia	noia	n o i a	None	4253	4255
7598	Chipaya	want	sik-z	sik-z	s i k	None	2379	4253
7935	Chacobo	want	ó quëëhaina	ó quëëhaina	o k ɨ ɨ	None	751	4249
7971	Araona	want	dehua	dehua	d e w a	None	750	4250
8123	Cavinena	want	biji	biji	b i h i	None	3104	4252
8836	Tacana	want	tsa, utsata	tsa	ts a	None	752	4254
8837	Tacana	want	tsa, utsata	utsata	u ts a t a	None	3105	4254
9190	Tsimane	want	má’jeyaqui	má’jeyaqui	m ã.ʔ	None	4260	4257
9765	Chacobo	want	quëëhaina	quëëhaina	k ɨ ɨ	None	749	4249
10327	Kaxarari	want	-katsa	-katsa	k a ts a	None	752	4249
310	EseEjja	wash	taxa-	taxa-	t a x a	None	760	4263
311	EseEjja	wash	topo-	topo-	t o p o	None	1509	4265
312	EseEjja	wash	šakʷa-	šakʷa-	ʃ a kʷ a	None	3753	4264
792	HuarayoEseEjja	wash	šaka-kwe	šaka-kwe	ʃ a k a	None	3753	4264
793	HuarayoEseEjja	wash	taxa-kwe	taxa-kwe	t a x a	None	760	4263
1219	Cashibo	wash	čoka-ti	čoka-ti	tʃ o k a t i	None	760	4263
1657	Catuquina	wash	ṣ̌oa-	ṣ̌oa-	tʃ o a	None	760	4263
2210	ShipiboConibo	wash	čoki-ti	čoki-ti	tʃ o k i t i	None	3741	4263
2211	ShipiboConibo	wash	pac̷a-ti	pac̷a-ti	p a ts a t i	None	0	4265
2800	Yaminahua	wash	čoka-kĩ	čoka-kĩ	tʃ o k a k ĩ	None	760	4263
2801	Yaminahua	wash	pãc̷a-kĩ	pãc̷a-kĩ	p ã ts a k ĩ	None	0	4265
3375	Amahuaca	wash	chócaquín	chócaquín	tʃ ó/o k a	None	760	4263
3843	Capanahua	wash	panoquin, chocaquin	panoquin	p a n o	None	1508	4265
3844	Capanahua	wash	panoquin, chocaquin	chocaquin	tʃ o k a	None	760	4263
5036	Movima	wash	loh-na	loh-na	l o h n a	None	0	4266
5507	Matses	wash	dapan	dapan	d a p a n	None	1508	4265
5508	Matses	wash	pan	pan	p a n	None	1508	4265
6074	Sharanahua	wash	chocai	chocai	tʃ u k a.i	None	760	4263
6591	Kakataibo	wash	chukati	chukati	tʃ ɯ k a t i	None	0	4263
7303	Chipaya	wash	aju-z, ajun-z	aju-z	a x u	None	1507	4263
7304	Chipaya	wash	aju-z, ajun-z	ajun-z	a x u n	None	1507	4263
7826	Isconahua	wash	patsa	patsa	p a ts a	None	761	4265
